title,summary
인공지능 시대의 비즈니스 전략,"인공지능 관련 기술들을 현업에 적용하는 것을 일상 업무로 하고 있는 국내 최고의 전문가인 저자가 사람들에게 기술의 컨셉을 쉽게 전달하고, 오해를 바로잡으며, 기업 임직원들에게는 기술을 어떻게 활용해야 사업에 실질적인 도움이 될지를 구체적으로 이야기한다. 인공지능을 현업에 적용해온 과정의 수많은 시행착오와 성공 노하우를 모두 담았다."
네이버쇼핑 상위노출에 강한 스마트스토어 창업 + 디자인 + 마케팅,"[네이버쇼핑 상위노출에 강한 스마트스토어 창업+디자인+마케팅]의 개정2판. 이번 개정 2판은 네이버쇼핑 검색 상위 노출관련 내용, 스마트스토어 디자인 제작 및 운영 관련된 최신 내용을 반영하였다. 책은 스마트스토어의 실제 창업 절차에 따라 시장조사 및 상품 트렌드 분석부터 마케팅까지 7단계 과정을 순서대로 담았기 때문에 왕초보도 당장 시작할 수 있다. 모든 과정은 원리를 이해하고 왕초보도 실습해볼 수 있도록 따라하기 실전 예제로 설명하여 실무에 바로 적용할 수 있도록 구성하였다."
만화로 배우는 재무회계,"만화 비즈니스 클래스 1권. 재무회계에 무지한 주인공이 흑자도산의 위기를 맞은 회사의 기업구조조정을 맡게 되며 펼쳐지는 재미있는 스토리와 함께 재무회계 지식을 알아가도록 구성되어 있다. 일본에서 손꼽히는 재무회계 전문가이자 베스트셀러 작가인 이시노 유이치의 핵심 지식을 완전 만화화했다. 또 친절하게 보충설명으로 한 번 더 짚어주어 개념이 머릿속에 쏙 들어오게 돕는다.

재무제표가 무엇인지에서부터 이익과 현금의 차이, 지금의 100만 원과 3년 후 100만 원의 가치, ‘하이 리스크 하이 리턴’의 진짜 의미, 기업 가치를 높이기 위한 PL(손익계산서) 접근과 BS(재무제표) 접근까지 기본적인 재무회계 지식을 가장 알기 쉽게 설명한 입문서다."
경제학원론 연습문제와 해답,자신이 공부한 바를 스스로 검증함으로써 좀 더 완벽한 이해에 도달하고 싶어하는 사람을 위해 만들어졌다. 저자들이 쓴 「경제학원론」 책에서 설명한 내용을 정확하게 이해하고 있다면 여기에 실린 문제들을 푸는 데 아무런 어려움이 없을 것이다.
이제는 작은 것이 큰 것이다,"세계적인 비즈니스 전략가 세스 고딘이 지난 10년간 자신의 블로그와 잡지 칼럼, e-book 등에 쓴 글들을 선별하여 한 권의 책으로 엮었다. 그동안 상식을 깨는 역발상으로 변화하는 비즈니스 환경에서 생존할 수 있는 새로운 길을 제시해왔던 저자는 이 책에서도 우리가 지금까지 해오던 것과는 180도 다른 방식으로 세상을 바라보고 행동해야만 성공할 수 있다고 역설한다.

저자는 '이제는 작은 것이 큰 것이다', '진정성을 갖춘 스토리는 살아남아 널리 퍼져나가지만 거짓말은 순식간에 탄로 나고 만다', '아이디어만 뛰어나면 사람들은 어떻게 해서든 당신을 찾아낸다', '블로그가 중요하다' 등의 주제를 통해 작지만 모든 것을 변화시킬 161개의 반짝반짝한 비즈니스 아이디어들을 제시한다.

또한 '벤치마킹은 평범함의 또 다른 이름일 뿐이다', '최고의 스토리는 시간에 따라 변하는 스토리이다', '사람들이 늘 해온 방식을 알아낸 다음 그와 정반대로 하라' 등의 주장을 통해 지금까지 우리가 살아 온 방식과 세상을 바라보는 방식에 의문을 던져주고, 나아가 더는 평범함에 안주하지 말고 우리 세대의 가장 위대한 변화들을 활용해 진정한 성공을 거두라고 자극한다."
위대한 탈출,"2015년 앵거스 디턴 교수가 노벨경제학상을 수상했다. 위원회는 소비와 복지, 빈곤의 연관성을 분석한 앵거스 디턴 교수의 공로를 선정 이유로 밝혔다. 앵거스 디턴 교수는 '위대한 탈출'에서 세상은 그 어느 때보다 살기 좋은 곳이 되었다고 말한다. 생활은 더 풍족하고 사람들은 예전보다 건강하며 수명도 길어졌다. 하지만 수많은 사람이 가난과 질병에서 탈출하면서 개인 간, 국가 간 불평등의 격차는 벌어졌다.

경제발전과 빈곤에 관한 최고의 전문가인 앵거스 디턴은 '위대한 탈출'에서 250년 전부터 어떻게 몇몇 국가들이 지속적인 발전을 경험하기 시작했는지, 그 과정에서 어떻게 빈부격차가 발생하고 오늘날처럼 극도로 불평등한 세상이 되었는지 놀라운 이야기를 들려준다."
2013-2014 세계경제의 미래,"세계적인 경제예측가 해리 덴트의 2013-2014 세계경제 전망서. 덴트는 특히 일반적인 생각과는 달리 주요 중앙은행들이 통화정책을 완화해 돈을 풀어도 인플레이션이 아니라 오히려 디플레이션 압력이 높아질 수밖에 없는 여건을 설명하고, 지금까지 경험했던 세상과 다른 디플레이션 환경에서 살아남기 위해 개인과 기업이 어떤 대비를 해야 하는지 현실적인 전략을 소개한다.

출간 즉시 〈뉴욕타임스〉 베스트셀러에 오르며 화제를 모은 이 책은 예리하고 비판적인 분석과 역사적 사례를 통해 경제학의 기본 가정들의 허구를 낱낱이 파헤친다. 덴트는 정부가 경제 문제에 대해 개인과 기업에 현실적인 대책을 제시할 수 없다는 점을 보여준다. 그리고 경제에 유통되는 돈의 대부분을 창출하는 것은 연방준비제도(연준)가 아니라 민간 은행 시스템이라는 사실을 밝힌다.

미국과 세계경제에 부담을 주고 있는 감당하기 어려운 부채 문제를 매우 설득력 있게 분석한 이 책은 왜 다음 위기가 불가피한지 그리고 그것이 2013년에서 2015년 사이에 닥칠 수밖에 없는지 그 이유를 제시한다. 덴트는 길고 어두운 경제의 겨울이 지난 후에는 봄이 찾아오듯 새로운 호황이 펼쳐질 것이므로 지금의 어려운 시기를 기회로 삼아 적극적이고 선제적으로 대처하라고 조언한다."
월급전쟁,"한국 경제의 높은 곳에서부터 낮은 곳까지 유영하며 공인회계사로 일해온 저자가 직장인의 월급에 맞물려 돌아가는 정부와 금융회사, 직장의 은밀한 이야기와 돈이 움직이는 실체를 밝힌 책이다. 국가경제 발전의 주역이면서 동시에 착취의 대상인 직장인을 보며 “월급쟁이들이 너무 불쌍하다.”고 느껴온 저자는 복잡한 기업 재무제표와 따분한 정부 데이터 속 살아 있는 정보를 추출, 직장인들이 꼭 알아야 하는 경제 지식을 낱낱이 파헤친다. 이 책에서 왜 월급쟁이들이 부자가 될 수 없는지 그 구조적 실체를 보여주고 월급쟁이 주머니를 탈탈 터는 세금의 진실을 흥미롭게 전한다. 또 비열한 금융회사, 대기업을 편드는 정부, 순진한 직장인 당신의 월급을 지키기 위한 흥미진진한 머니게임의 룰을 까발린다.

이 책은 비단 월급을 받는 직장인뿐 아니라 거대한 경제구조 틀 속에서 당하고만 사는 대부분의 시민들의 현실을 보여주고 경각심을 일깨워준다. 왜 많은 회사가 인센티브제도를 선호하는지, 우리의 퇴직금에 관한 여러 가지 셈법, 한국 대기업만의 봉건적 특징, 한국 대학들의 캠퍼스 장사 등 직장인의 삶에 밀착해 여러 경제현상의 숨은 속셈과 원리를 재미있게 설명한다. 또 직장인들이라면 알아야 할 4대보험의 속성과 퇴직금, 은퇴 후 많은 사람들이 실패하는 프랜차이즈에 관한 허상도 적나라하게 보여준다. 또 각 장의 끝에는 직장인들이 생활에서 작은 변화를 일으킬 수 있는 팁도 함께 제공한다. 직장인들이 더 이상 눈뜨고 당하지 않도록 구조와 개념을 쉽게 설명한 이 책은 사회와 경제를 더 선명하게 볼 수 있도록 도와줄 것이다."
20배 경제학,"오늘을 사는 샐러리맨들의 생존방식을 제시하는 책이다. 저자는 ‘국가나 사회가 우리를 책임져 주길 바라다가는 가난의 늪에 빠져들고 만다! 그들이 우리를 구해주길 기다리지 말고, 우리 스스로 이 시대의 생존법을 찾자’고 말한다. 양극화 시대를 이해할 단서를 알려주고, 월급쟁이들이 추구해야 할 수입구조 -월급이 끊기더라도 걱정 없는 지속적이고 다층적 수입구조와 이를 구축하는 방법에 관해 알려준다. 거침없는 논조와 내용으로 대만 출간 6개월 만에 28쇄, 10만 부가 판매되는 기염을 통하며 ‘양극화 시대 생존 필살기’ 열풍을 일으켰던 책이다."
하고싶다 하고싶다 하고싶다,"<기획천재가 된 홍대리>의 저자 하우석 교수가 전하는 '소중한 내 인생을 위한 43가지 작은 씨앗' 이야기다. 여기서 말하는 '씨앗'이란 성공의 징후를 의미한다. 성공의 징후를 미리 알고 그 징후들을 삶에서 미리 일으키면 성공은 자연스럽게 오게 되어 있다는 것이 저자의 주장.

저자 자신이 생각하는 43가지 씨앗을 조목조목 적고, 담담한 이야기 뒤에는 몇 줄의 글로 이야기의 정수를 정리해두었으며, 마치 잠언과도 같은 형식으로 되어 있어 곱씹을수록 의미를 되뇔 수 있을 것이다."
