title,summary,category
-10KG 밀가루 단식,"SNS와 온라인상에서 무섭게 퍼지고 있는 밀가루 단식 챌린지의 주인공인 ‘선녀’의 처음 100일 동안의 도전을 책으로 엮었다. 지금까지 여러 건강 관련 매체와 전문가들은 우리를 늙게 하고 병들게 하는 주요 요인으로 밀가루의 과다 섭취를 꼽아왔다.

밀가루는 고탄수화물 식품으로, 섭취 시 혈당을 순간적으로 빠르게 높이고 체내에도 더 빠르게 흡수된다. 그렇다보니 먹어도 계속해서 밀가루 음식이 당기는데, 결과적으로 비만에 이르게 만든다. 살이 찌는데서 그치는 게 아니다. 높아진 혈당으로 체내 인슐린 분비도 정상치보다 과하게 늘어나는데 이게 온갖 말썽을 부린다. 대부분의 건강 문제는 여기에서 출발한다.

이 책은 저자의 100일간의 도전을 1일부터 100일까지 일별로 묶은 책이다. 단순히 밀가루만 끊은 게 아니라 몸을 아예 리셋해버리기 위해 디톡스를 위한 다이어트까지 감행한 100일이다. 건강에 좋은 채소와 단백질 식품을 위주로 하되, 식단 준비가 힘들어 다이어트를 중도 포기하는 일이 없도록 시판 제품을 적극적으로 활용한 식단을 소개한다.

식단에 포함된 모든 시판제품들은 저자가 실제 100일간 섭취했던 제품을 그대로 담은 것이다. 딱 한 번 준비해 일주일 내내 쟁여두고 먹는 밀프렙 다이어트로 밀가루를 제대로 끊고 몸을 완전히 리셋할 수 있는 저자의 진짜 기록을 그대로 담았다.",Home_Cook_Beauty
디디미니의 초간단 인생맛 고단백 저탄수화물 다이어트 레시피,"매년 다이어트 요리책의 새로운 역사를 쓰는 디디미니가 더욱더 새롭고 알찬 레시피를 가지고 돌아왔다. 언제나 자극적인 속세 음식에 목마른 다이어터를 위해 떡볶이, 튀김, 파스타, 피자, 김밥, 빵, 디저트는 물론이고, 밥, 면, 국물 요리까지 몽땅 다 먹을 수 있는 기발한 다이어트식을 제안한다. 매운맛은 매운맛대로, 느끼한 맛은 느끼한 맛대로, 단맛은 단맛대로 살리면서 고단백 저탄수화물 공식을 지켜 요리했다.

디디미니 레시피의 대표적인 3가지 장점은 ‘맛있고, 쉽고, 감량에 성공한다’는 것이다. 올해는 특히 초심으로 돌아가 요리 왕초보인 요린이도 레시피만 보고 따라 할 수 있도록 더 쉽고 간단한 조리법을 실었다. 대중적인 밥숟가락 계량과 중간중간 음식을 조리하는 시간, 재료 및 추가 설명 등을 팁으로 넣어 최선을 다해 친절하게 설명했다.

또 밀프렙 다이어터를 위해 밀프렙이 가능한 음식들은 밀프렙 팁을 추가해 실용성을 강조했다. 이전 책에서 인기 폭발이었던 전자레인지 요리와 원팬 요리는 더 새롭게 발전했고, 그 외에 SNS와 쿠킹클래스 등에서 인기가 많았던 요리, 어디서도 공개하지 않았던 신메뉴 등이 가득하다.",Home_Cook_Beauty
와인이 있는 100가지 장면,"<라라랜드>에서 미아가 꿈속에서 마시는 와인은 뭘까? <아이언맨>의 토니 스타크가 혼자 마시던 최상급 레드와인과 연인 페퍼를 위해 준비한 화이트와인은? 영화를 보다가 ""저 장면에서 마시는 와인 뭐지?"" 하고 궁금한 적이 있다면, 이 책에서 답을 찾을 수 있다.

연출 전공 영화학도이기도 했던 소믈리에 엄정선, 와인저널리스트 배두환이 '와인이 등장하는 100가지 영화 장면'을 수집해, 그 와인이 무엇인지, 또 그 장면에서 알아야 할 와인 상식은 무엇인지 자세히 짚어준다. 영화와 와인을 사랑하는 마음만큼이나 정보 공유에의 소명의식이 큰 저자들답게 집요한 취재로 ‘영화 속 와인’에 관한 방대한 정보를 한 권에 엮어냈다.

<킹스맨>에서 해리와 발렌타인은 혈투를 벌이기 전에 와인이 담긴 메시지로 먼저 한판 승부를 벌였고, <대부>의 말론 브랜도는 자신과 꼭 어울리는 독주를 곁에 두며, <딥 임팩트>에서 지구 종말을 맞이하며 인생 마지막 날 와인 한 잔을 마시는 것처럼 세상의 모든 ‘와인 신(scene)’에는 재밌는 사연이 있다.

책에서는 초심자에서 애호가가 되는 길에 꼭 봐야 할 대표적인 '와인무비' <사이드웨이>, <부르고뉴, 와인에서 찾은 인생>, <구름 속의 산책>, <와인 미라클>, <와인을 딸 시간> 등에 등장하는 와인 상식과 와인 리스트도 총정리했다. 시네마&와인을 좋아한다면 누구나 페이지 넘기는 게 아까울 소장 가치 있는 책이 되어줄 것이다.",Home_Cook_Beauty
맛있게 쓴 옥주부 레시피 100,"옥주부 인스타그램 속 최다 ‘저장’, ‘좋아요’를 기록한 메뉴 100선을 담았다. 인스타그램을 통해 옥주부의 손글씨 레시피를 좋아해 주고, 기다려주는 ‘내 사람들’에게 한 권의 책을 선물하고 싶었다. 한 번 지나가면 다시 붙잡기 어려운 인스타그램 포스팅의 한계를 뛰어넘어 인기 레시피만을 책 안에 ‘스크랩’ 해두면 어떨까 생각했다. 흘러가지 않고 한 권 안에 머물 수 있도록.

그래서 수백 개의 레시피 중에 엄선, 또 엄선했다. 가장 많이 ‘저장’한 메뉴, 가장 높은 ‘좋아요’ 수를 기록한 메뉴 100개만 추려냈다. 그동안 손글씨로 공개한 옥주부표 레시피를 좀 더 상세하게 업데이트했다. 혹시 계량이 틀리지 않았는지 몇 차례 다시 만들어보고 보완했다. 옥주부 레시피 완결판, 그 레시피 노트를 만천하에 공개한다.",Home_Cook_Beauty
임지호의 밥 땅으로부터,"SBS <방랑식객>을 통해 잘 알려진 자연요리연구가 임지호의 본 신간은 단순한 레시피북에서 탈피하며 요리책에 대한 새로운 시각을 제시한다. 들풀에 담긴 시간을 풀어낸 이야기와 잡초로 폄하되던 가치를 끄집어낸 그림이 곁들여진 이 책은 요리 인문서라고 할 수 있다.

주재료인 거칠고 투박한, 더러는 먹어도 될까 싶게 얼핏 하찮아 보이는 들풀이 사실은 얼마나 고운지 그는 안다. 요리 과정을 보지 않고서는 들풀로 만든 음식임이 믿기지 않을 정도로 맛도, 차림새도 다채로운 이유가 여기 있다. 그의 손을 거치면 건강한 음식도 충분히 맛있고 아름다울 수 있다. 그래서 임지호의 요리는 마냥 고졸하지도, 매끈하지만도 않다.

한편 들풀을 대하는 섬세한 그의 눈빛과 손길을 담아내는 것이 기획 단계부터 중요하게 다뤄진 점이었다. 지극히 향토적인 재료를 세련되게 풀어내는 그의 결을 고스란히 녹인 디자인을 통해 페이지를 넘길 때마다 자연요리연구가 임지호를 재발견하게 될 것이다.",Home_Cook_Beauty
맛있고 배부른 다노 다이어트 레시피,"국내 대표 다이어트 브랜드 다노DANO에서 누적 150만 명의 팔로워들과 나눈 레시피들을 집대성한 최초의 레시피북. 8년간 15만 명 이상의 식습관을 1:1로 코칭해 온 식습관 성형 노하우와 다노만의 과학적인 영양 구성 룰을 따라 요리 초보도 단시간에 쉽고 맛있게 만들어낼 수 있는 최적의 레시피만을 엄선했다.

소문난 식단 맛집 다노의 명성에 걸맞게 과식한 다음 날, 운동 후, 치팅 데이, 디저트까지 다이어터가 가장 많이 직면하는 4가지 상황별에 맞게 골라 먹을 수 있도록 구성한 것이 이 책의 특징이다. 누구나 냉장고 사정에 맞춰 집밥을 대신할 수 있도록 한식 기반으로 메뉴를 구성했다.

또한 다이어트식은 맛없고 배고프다는 편견을 단번에 깨는 떡볶이, 피자, 스테이크, 멘보샤, 반세오 등 군침 도는 고칼로리 대체 메뉴도 다수 수록해 다이어터들이 원하는 모든 것이 담긴 레시피북을 완성시켰다. 상세한 과정컷과 설명, 먹음직스러운 사진으로 이해를 돕고 소장 가치도 높였다.",Home_Cook_Beauty
비건 자취요리 노트,"트위터 20,000 팔로워! 자칭 타칭 자취요리미식가 권채아의 비건자취요리 레시피. 코로나로 인해 밀키트, 배달음식, 다양한 인스턴트 음식이 어마어마하게 발달하면서 집에서 음식을 해먹는다는 건 사실 쉽지 않은 일이 되어버려다. 하지만 저자는 매일 하루 세 끼를 꼬박 해먹기보다 하루 한 끼, 아니면 이틀에 한 끼라도 나를 위한 밥상, 지구를 위한 밥상을 차려보자고 말한다. 그래서 이 책에는 총 40가지 메뉴가 등장한다.

후다닥 차릴 수 있는 아침 밥상부터 도시락으로 편하게 갖고 다닐 수 있는 점심, 가끔 친구들을 초대해 근사한 브런치를 대접할 수 있도록 했고 외식이 아니어도 충분히 만들 수 있는 마라샹궈, 밀푀유나베, 떡볶이 등 바깥 음식들을 건강한 비건식으로 즐기기 위한 아이디어가 가득하다. 산뜻한 달달함을 채워줄 디저트 메뉴도 잊지 않았다.

실제 저자가 만든 레시피는 방구석 집콕 레시피로서, 비건 전문 레스토랑에서 볼 수 있는 근사한 메뉴들은 아니지만 그래서 더욱 자주 활용할 수 있는 레시피가 가득하다. 비건 지향인이 아니어도 괜찮다! 아침 혹은 저녁, 아니면 점심! 하루 한 끼만이라도 비건자취요리에 도전해보는 건 어떨까? 건강한 나를 위해, 더 나아가 건강한 지구를 위해 다 같이 노력해보자.",Home_Cook_Beauty
발효식탁,"장과 김치를 즐기는 우리 식탁에서 ‘발효’는 중요한 과정이다. 하지만 친정엄마 찬스가 아니고서는 오랜 시간 정성 가득 발효시킨 장과 김치를 맛볼 기회는 점점 줄어들고 있다. 오랜 공력과 노하우가 없더라도 우리 집 식탁에 건강한 발효를 꽃피울 수 있다. 바로 작은 쌀알, 누룩이 그 스타터다.

최근 누룩소금, 누룩요구르트 등 누룩 관련 식재료에 대한 관심이 높다. 지금까지 누룩을 막걸리 발효원으로만 알고 있었다면 이제 누룩의 대활약에 주목하자. 소금, 간장, 된장, 고추장, 액젓 등 시판 조미료에 누룩만 더해 일정한 온도와 시간을 지키면 놀라운 ‘발효의 과정’을 거쳐 맛과 영양 모두가 달라진다.",Home_Cook_Beauty
맛있게 살 빠지는 고단백 저탄수화물 다이어트 레시피,"30만 명이 선택한 최강 다이어터이며 베스트셀러 ‘고단백 저탄수화물 다이어트 레시피’ 시리즈 저자, 미니 박지우의 최신작. 밍밍한 다이어트식에 지친 다이어터를 위해 속세음식 못지않게 맛이 폭발하는 다이어트 요리를 담았다. 입맛 따라 취향 따라 골라 먹을 수 있는 101가지 레시피는 치팅데이가 따로 필요 없을 정도로 매 끼니가 치팅데이처럼 맛있다.

미니표 다이어트 요리는 간단하기로 유명하다. 요리 왕초보인 다이어터도 “미니의 레시피는 요리했다고 말하기 민망할 정도로 정말 쉽다.”고 평가할 만큼 조리법이 단순하다. 이번에도 초간단 레시피의 장점을 극대화해 재료를 썰고 가열하면 완성되는 10분 완성 요리가 대부분이다. 수많은 팔로워의 다이어트를 성공으로 이끈 새로운 요리, 쿠킹클래스 최고 인기 메뉴를 더 빠르고 쉽게, 맛깔나게 다듬어 수록했다.

그중 재료를 가위로 쓱쓱 잘라 프라이팬이나 전자레인지에 넣고 가열하면 완성되는 원팬 요리, 전자레인지 요리는 모든 다이어터에게 추천하고 싶을 만큼 간단하다. 이외에도 전 세계 집밥, 밀프렙, 도시락, 간식 등 조리법은 더욱 심플해지고 종류는 다양해진 요리들이 초보자에게는 자신감을 심어주고, 다이어트를 지속적으로 실천 가능하게 이끈다.",Home_Cook_Beauty
패션북,전문적인 패션 재단이나 패션학에 대한 어려운 이론이나 역사를 공부하는 책이 아니다. 모두를 위한 패션북으로 패션 전공서와 컬러리스트 개념서를 쉽게 녹여 누구나 흥미를 갖고 볼 수 있는 새로운 패션&컬러 사전이다.,Home_Cook_Beauty
