title,summary
행복한 부자를 위한 돈의 IQ.EQ,"<부자가 되려면 부자에게 점심을 사라>, <스무 살에 만난 유태인 대부호의 가르침>등으로 국내에도 많은 독자를 확보하고 있는 혼다 켄의 대표작. 진정으로 행복한 부자로 만들어주는 '돈의 IQ'와 '돈의 EQ', 부자 체질로 만들어주는 돈과의 진정한 사귐에 대해 이야기한다.

'돈의 IQ'와 '돈의 EQ'는 무엇을 말하는 것일까? 돈의 IQ는 돈의 법칙이나 심리학, 세금등에 관한 지식을 말한다. 돈의 IQ는 쳇바퀴 같은 삶에서 우리를 벗어날 수 있도록 도와준다. 돈의 EQ는 돈에 얽매이지 않고 풍요롭고 건강한 삶을 살 수 있도록 이끌어준다.

수많은 부자들을 직접 만났던 그는 돈의 IQ와 EQ의 높고 낮음에 따라 그리고 어떻게 균형을 이루고 있는가에 따라 지금의 삶의 모습이 다르게 나타난다고 알려준다. 돈의 IQ를 높이는 일, 더불어 돈의 EQ를 높이는 일이 함께 이루어져야 행복한 부자의 삶을 누릴 수 있다는 것이다.

그래서 돈의 IQ의 원칙은 무엇인지, 돈의 IQ의 단계별 유형이 어떤 것이 있는지, 돈의 EQ를 높이려면 어떤 마음자세를 가져야 하는지, 돈을 사귀는 자세에는 어떤 게 있는지를 설명해주고 있다."
월스트리트 제국,"머니 게임을 통하여 세계 경제의 심장으로 성장한 월스트리트 이야기

이 책은 현재 세계 경제와 정치를 지배하고 있는 월스트리트의 350년 역사(1653~2000)을 일목요연하게 보여준다. 또한 이 책은 미국의 경제전문 채널 CNBC-TV의 인기시리즈 <그레이트 게임>의 바탕이 되었다.

21세기, 자본의 위력은 20세기보다 거대해졌고 국가의 힘은 왜소해지고 있다. 월스트리트는 하나의 거대한 제국이 되었다. 맨해튼의 이름없던 뒷골목 월스트리트는 거래되는 자본의 규모나 그것의 권력화 현상에 힘입어 세계 경제의 심장이자 상징이 되었고, 커피하우스에서 시작된 증권거래는 세계 최대의 자본시장으로 발전했다.

지리적인 의미에서 6개의 블록에 지나지 않는 이곳이 뉴욕 금융시장이 태동한 지 350년 만에 자본주의 경제의 심장으로 성장한 것이다. 컴퓨터 모니터 안에서 거액의 자본이 거래되고, 300만 명 이상이 그곳에서 일하며, 주권국가 이상의 힘을 자랑하고 있다.

어떻게 별 볼일 없는 작은 뒷골목이 하나의 제국으로 성장할 수 있었는가? 이 질문에 대한 답을 찾고, 월스트리트의 성장이 미국경제, 나아가 세계경제에 미친 영향을 따져보는 것이 이 책의 목적이다. 저자 존 스틸 고든은 월스트리트가 성장하는데 일익을 담당했던 역사 속의 선구자, 거물 플레이어, 사기꾼 등을 생생하게 묘사하고 있다.

월스트리트 '통사'를 다룬 이 책은 각 시대마다 먼저 미국과 세계의 정치, 경제 상황에 대해 간명하게 핵심을 짚어준다. 각 시기별로 어떤 사람이 언제, 누구에 의해, 어떻게 월스트리트에 등장하였으며, 어떤 사건에서 활동하였는지 잘 알 수 있다.

증권 브로커와 공인회계사의 유래, 이들이 월스트리트의 발전과 변화에 끼친 영향, 이들의 범죄, 그리고 당대 미국의 경제상황 등을 충실히 설명하고 있으며, 우리에게 익숙한 현행 증권사의 시스템 유래와 1920년 이후(세계경제의 대공황) 월스트리트의 급격한 변화를 쉽게 설명한다.

또한 마지막 부분에는 현직기자 출신의 역자가 1990년 이후 신경제의 거품과 몰락, '9.11 테러'에 이르기까지 현대사에 대하여 분석한 글이 담겨있다."
위험한 일본 경제의 미래,"일본이 겪고 있는 경제위기의 근본적인 문제와 특히 인구 감소, 고령화 시대에 더욱 가속화될 이 위기의 생존 전략에 대해 소개하고 있다. 이는 일본만이 아닌 한국이 맞이할 미래이기 때문에 주목할 만하다.

저자 데이비드 앳킨슨은 골드만삭스를 비롯한 여러 컨설팅회사에서 일본과 아시아 경제에 대해 분석해온 애널리스트 출신으로, 1990년~2000년대 일본의 경제위기를 예측하면서 큰 주목을 받았다. 이번에는 디플레이션이 장기화될 사회 구조적 상황을 상정한 각국 전문기관의 통계와 지표를 바탕으로 장기 침체를 넘어 몰락의 문턱에 선 일본 경제에 대해 강력하게 경고하고 있다.

우리는 지금 그 어느 때보다 예측 불허의 혼란 속에 있다. 2008년 금융 위기 이후 10년 주기로 찾아온다는 경제 불황이 역대급 질병과 함께 찾아왔다. 전 세계적 경제위기에 앞서 일본은 거품경제 붕괴 후 제로 금리, 디플레이션, 무제한 양적완화, 저출생?고령화 등으로 장기화된 경기 침체를 겪으면서 ‘잃어버린 30년’의 시대를 살고 있다. 우리는 먼저 실책을 반복한 일본의 경험을 통해 지금의 위기를 극복할 수 있는 지혜와 혜안을 얻을 수 있다."
친절한 제네시스박의 부동산 절세,"부동산은 살 때에는 취득세, 갖고 있을 때에는 보유세, 팔 때에는 양도소득세 등을 내는데 종류도 많고 복잡하기 때문에 세금에 대해 미리미리 공부해놓지 않으면 남들보다 수천만 원의 세금을 더 낼 수 있다. 부동산 절세의 기술에 대해 각종 투자 커뮤니티에서 부동산 절세 노하우를 알려주는 저자가 쉽고 친절하게 이 책에 담았다."
부자의 법칙,"무엇보다도 돈을 절실하게 필요로 하는 사람들, 우선 부자가 되는 것이 급선무인 사람들을 위한 책. 이 책은 깊이 있는 이론을 연구할 시간도, 수단도, 기회도 없는 사람들과 성과를 갈구하며 과학적 결론을 받아들일 의사가 있는 사람들을 위한 책이다. 그리고 행동하기를 원하는 사람들을 위한 책이다. 당신도 부자가 될 권리가 있다', '당신에게도 얼마든지 기회가 있다', '모든 행동을 효과적으로 하라' 등으로 구성되어 있다."
부자들의 선택,"20년간의 조사 끝에 1000명의 부자 가운데 선별한 733명을 대상으로 한 집중 설문조사와 인터뷰, 통계수치와 과학적 자료를 통해 부자가 되는 8가지 성공요인을 담았다. 대중매체가 만들어낸 부자에 대한 고정관념과 편견을 깨게 만들고, 진짜 부자를 만드는 것은 마인드의 확립과 결정적인 순간에 가장 효과적인 선택을 하는 것이 부자가 되는 길임을 일깨워주고 있다.

토머스 J. 스탠리 박사는 평균 순자산이 100만 달러가 넘는 미국의 부자들을 대상으로 인터뷰와 설문조사를 실시했다. 저자는 이 연구를 통해 부자들의 공통점은 원래부터 부자가 아니지만 그들은 남들과 다르게 생각했다는 것, 단기적인 안목보다는 장기적인 관점에서 기회를 선택했다는 것, 자기 관리가 철저하다는 것, 선택의 순간, 대담함을 갖춘 결정을 했다는 것이 공통점이라는 것을 밝혀냈다.

이 책은 책 전반에 걸쳐 부자들을 대상으로 한 설문조사와 인터뷰 결과 등의 통계자료와 표가 포함되어 있다. 설문의 조사방법과 조사경위를 알리면서 부자가 되는 비결, 부자들의 학창 시절을 통해 그들은 선천적으로 뛰어난 머리를 가졌는지, 그들이 경제적 모험을 감행하는 용기는 어디에서 나오는지, 그들이 남과 다른 눈을 가질 수 있었던 원천은 무엇인지 등의 내용을 다루고 있다.

또한 부자들이 인생에 대한 가장 중요한 선택으로 그들의 배우자를 알아본 것이 이색적이다. 부자들은 결혼을 어떻게 생각하는지, 배우자를 고를 때 어떤 기준으로 고르는지를 집중적으로 분석하였다. 또한 가계의 경제성을 높이기 위해 어떤 방법을 택하는지, 부자들의 주택 구입 지침으로는 어떤 것들이 있는지, 그들은 투자와 주택 구입 사이에는 어떤 상관성이 있다고 생각하는지를 실례 속에서 설명해준다."
거시경제학 해법,"<거시경제학 해법> 제8판에서는 ‘복습용 질문’, ‘문제와 응용’, ‘추가문제와 응용’에 대한 풀이를 수록한 것이다. 특히 이번에 새로이 포함된 제20장 “금융제도：기회 및 위험”에 대한 풀이를 추가하였다. 독자들이 자신들의 풀이를 스스로 점검해 보도록 하는 지침을 제공하기 위해 발행되었다.

각 장을 숙독한 후 전반적인 이해 사항을 점검하고 핵심내용을 정리하는 데 도움이 될 것이다. ‘문제와 응용’ 및 ‘추가문제와 응용’은 기본적인 개념과 논리를 적용하고 분석하는 능력을 키우는 데 도움이 될 것으로 보인다. 따라서 숙지한 내용에 기초하여 각자 먼저 문제의 실마리를 찾고 답을 구한 후 이 책을 참조하는 것이 바람직하다."
화폐전쟁 3.0,"대한민국 최고 환율전문가 윤채현 한국시장경제연구소 소장이 세계 금융위기에 대한 음모론을 통렬하게 파헤친 책으로, 역사적인 화폐전쟁을 분석하고 미래 화폐전쟁에서 살아남을 수 있는 방법을 제시한다. 국제 투기성 자본이 역사적인 금융위기에서 타깃 국가의 재테크시장을 어떻게 공략했는지를 알 수 있으며, 미래 화폐전쟁은 어떤 양상으로 벌어질지도 구체적으로 다뤘다.

2008년 미국발 금융위기 이후, 국내외 유명 경제전문가들이 경기 전망을 내놓았지만 번번이 빗나갔고 그로 인해 수많은 투자자들, 나아가 국가까지 큰 손해를 입었다. 저자는 그 이유를 “경제전문가들이 낡은 화폐경제학 이론을 중심으로 사고하기 때문”이라고 지적하며, 각종 통계자료와 명쾌한 논리로 이들의 오류를 조목조목 짚어낸다.

또한 저자는 “《화폐전쟁》이 세계적인 베스트셀러가 되면서 많은 사람들이 역사적인 금융위기의 원인을 음모로 인식하는 경향이 있는데, 이는 픽션일 뿐이다.”라며, 《화폐전쟁》의 저자 쑹훙빙이 제기하는 음모론도 신랄하게 비판한다."
돈 한푼 안 쓰고 1년 살기,"환경파괴와 피크오일 등을 고민하던 저자가 세상의 변화에 조금이나마 힘을 보태고자 스스로 그 변화가 되기 위해 돈을 안 쓰는 삶이 가능한지 1년 동안 실험한 결과가 담긴 책. 저자가 강조하는 것은 돈을 완전히 버리자는 것이 아니고 불필요한 소비를 줄이자는 것이다. 아울러 우리가 소비하는 물건들이 도대체 어디서 생산되는지, 또 어떤 식으로 생산되는지에 대해 좀 더 알자는 것이다. 당신이 입고 있는 고급 의류가 어린이들의 노동을 착취한 원료로 만들어졌다는 사실을 안다면 선뜻 사기가 어려울 수도 있다는 인식이다.

현대사회의 특징인 소비자와 소비재의 분리가 낭비를 부추기고 있으며, 그 분리에 돈의 역할이 크다는 것이 보일의 판단이다. 그런 까닭에 그는 돈의 중요성이 덜 강조되는 ‘프리코노미’ 커뮤니티를 꿈꾸고 있다.
그는 2007년에 돈을 포기한 삶을 실천하기로 결심하고 브리스톨 하버에 정박해 있던 집배를 팔아 그 돈으로 ‘프리코노미 커뮤니티’(Freeconomy Community)라는 프로젝트를 계획하고 웹사이트를 열었다. 지금 회원은 17,000명 정도이다. 마크가 이 책을 통해 얻는 수익은 모두 기금으로 들어간다. 언젠가 프리코노미 커뮤니티를 오프라인에도 마련하기 위해서이다.

마크는 이런 결론을 내린다. “지금 우리는 역사의 대전환점에 와 있다. 맑은 공기와 울창한 우림, 신선한 식수와 안정적인 기후를 누리면서 빠른 자동차와 컴퓨터, 신용카드, 현대의 편의까지 함께 누릴 수는 없다. 이 세대는 이것 아니면 저것을 가질 수 있을 뿐이다. 둘 다를 가질 수는 없다. 우리는 선택을 해야 한다. 두 가지 모두 기회비용이 따른다. 허섭스레기를 택할 것인가? 아니면 자연을 택할 것인가? 여기서 우리가 선택을 잘못할 경우 다음 세대는 그 어떤 것도 누리지 못하게 될 것이다.”"
태양 아래 모든 것이 특허 대상이다,"우리사회에는 지식 재산권의 범위, 취득 방법과 절차, 활용 수단과 논리적 해석 등이 복잡하게 느껴진다는 이유로 지식 재산권이 자기와는 무관한 권리로 착각하는 사람이 많다. 지식 재산권의 확보는 어떤 면에서 보면 당장은 거추장스럽게 생각될지 모르지만, 장기적인 안목에서 바라보면 국가, 기업, 개인의 경쟁력을 기르는 가장 경제적인 투자이다.

이 책은 전문가가 아닌 남녀 노소 모두 편안하고 흥미롭게 읽을 수 있도록 쉽고 간결한 문체로 썼다. 특히 젊은 층의 관심이 높은 출판, 컴퓨터, 새로운 정보산업, 신지식 재산권과 관련된 에피소드를 비중 있게 다루었고 홈페이지를 통해 상담한 내용을 발췌하여 ‘홈페이지Q&A'로 다듬었다."
