title,summary
기타 전공 실기 1,"실용음악과 1학년 1학기 15주 과정의 내용들을 연습 방법에 초점을 맞춰 초급~중급 정도의 난이도로 제작한 맞춤형 교재이다. 본 교재는 한 주에 한 챕터씩 소화하는 것을 목표로 하며, 기타 연주 테크닉, 지판 익히기, 솔로 라인과 코드 보이싱, 재즈 블루스 연주법, 리듬과 멜로디 초견, 기말 테스트 등 다양하고 흥미 있는 내용들로 구성되어 있다.

특히 저자가 직접 연주한 예제 음원들(190개)을 예솔 출판사 홈페이지(www.yesolpress.com)에서 무료로 다운로드하여 음원을 들으며 학습할 수 있도록 하였고, 15주 기말 테스트를 통해 그 동안 배운 내용들을 충실히 연습하였는지 측정할 수 있도록 하였다."
보나르: 색채는 행동한다,"피에르 보나르(1867-1947)는 '색채의 마술사'로 불리는 프랑스의 화가. 고갱의 영향을 받아 폴 세뤼지에, 모리스 드니, 에두아르 뷔야르 등과 함께 '나비파('nabi'란 히브리어로 '비전의 전수자' 혹은 '선지자'를 의미)'를 결성해 활동했지만, 당대의 유행과 시류에서 벗어나 자신만의 독자적인 행로를 따랐던 화가였다.

그는 독창적인 도안으로 인기를 끌었던 삽화가인 동시에, 예술과 일상생활의 접점을 찾고자 했던 실내 장식가이기도 했다. 색채가 모든 것을 표현할 수 있다고 믿었고, 자연을 향한 인내의 시선으로 색채의 새로운 리듬과 질서를 발견하였다. 그에게 그림은 끊임없이 살아 약동하는 색채를 포착하고 분석하여 일상적 삶의 공간에 생명을 부여하는 것을 의미했다.

보나르가 즐겨 삼았던 소재들은 미역 감는 아이들, 뛰어노는 개, 활기찬 대도시의 풍경, 차분하고 가정적인 실내 정경 등 소박하고 일상적인 대상들이었다. 이 책에는 그의 따뜻한 시선과 더불어 신실한 우정을 담아 편지를 주고받았던 마티스와 모네, 모델이자 평생의 반려자였던 마르트를 비롯하여 보나르 삶의 기쁨과 슬픔이 모두 들어 있다. 시공디스커버리 총서 110번째 책."
연꽃,"민화 실기교실 시리즈 6권. 역량 있는 작가의 작품을 직접 따라 그려보며 스스로 터득하고, 완성의 기쁨을 느낄 수 있는 시이즈이다. 6권에서는 정결과 기품으로 피어나는 영원한 생명의 꽃 ‘연화도’ 그리기를 배운다."
타인의 인력,"현직 한국음악 연주자 최영진이 들려주는 음악 이야기이다. 음악을 한다는 것은 단순히 음표를 읽고 연주를 하는 것에 그치지 않는다. 함께 연주를 하게 되는 사람들, 그리고 자신의 연주에 영향을 받는 사람들과 얽히는 것이다.

최영진은 지금까지 수많은 한국음악의 거장들과 함께하며 경륜과 지혜를 쌓아온 한편, 다양한 무대 경험 및 음악적 연구를 통해 언제나 청중들에게 양질의 연주를 선보이는 음악인이다. 이러한 그가 자신의 음악 이야기를 한 권의 책에 오롯이 담아내었다. 무대 안, 그리고 무대 밖에서 이루어지는 흥미진진한 음악 이야기의 향연이 하얀 지면을 건너뛰며 펼쳐질 것이다."
피아노 감성 가요,"우리나라를 대표하는 발라드와 인기 있는 최신 발라드 중에서 총 43곡을 엄선하여 피아노 연주용으로 편곡한 곡집이다. 원곡의 느낌을 최대한 살리면서 체르니 30번 수준에서 충분히 연주할 수 있도록 편곡에 중점을 두었으며 피아노 병용곡은 물론, 반주 실력 향상을 위한 연습곡으로 활용하면 음악적 다양성을 키우는데 많은 도움이 된다."
머스트해브 파티룩 패션 컬러링북,"<소녀룩 패션코디 컬러링북>, <소녀룩 패션코디 종이인형>, <채봉감별곡 컬러링북> 등 10대 소녀의 상큼발랄한 룩부터 20대의 패셔너블한 의상, 곱고 아름다운 한복에 이르기까지 다양하고 예쁜 옷들과 패션을 선보이며 독보적인 패션 컬러링북으로 많은 컬러링 마니아들의 사랑을 받아온 안작가의 패션 컬러링북 신작. 파티의 주인공이 되는 그 날, 더욱 돋보이는 패션을 자랑하고 싶은 여성의 마음을 담았다.

생일 파티, 파자마 파티, 졸업 파티, 명절 파티 등 실제 생활에서 참석할만한 파티 뿐 아니라 가면 파티, 할로윈 파티, 크리스마스 파티 등 특별한 파티까지 다양한 아이템을 수록했다. 개성을 살려서 직접 그리고 자신만의 느낌을 색으로 표현할 수 있게 했다."
위키드 어린이 합창곡집,"TV 프로그램 Mnet '위키드'에서 불린 노래 전곡을 합창 버전으로 편곡해, 합창 연주에 어울리게끔 재구성한 어린이 합창곡이다. 어린이 합창단뿐만 아니라 유치부, 초, 중, 고등학교 등 학교합창에서도 부르기 좋을만한 동요, 가요, 팝송, 뮤지컬 넘버, 애니메이션 주제곡 등 다양한 레퍼토리로 짜여져 있다."
문화콘텐츠 스토리텔링 구조와 전략,"문화콘텐츠 스토리텔링의 정체와 특성, 분석방법을 제안하고, 스토리를 매개로 한 원소스 멀티유즈 전략, 트랜스미디어 스토리텔링 전략, 전환 전략, 프랜차이즈 전략 등과 같은 스토리텔링의 핵심 관심사를 정공법으로 풀어보는 책. 문화콘텐츠 스토리텔링의 주요 키워드인 가치, 체험, 즐거움의 상관망을 제시하고, 이를 기반으로 향후 스토리두잉으로 나갈 것을 전망하였다."
건축개념과 형태어휘,"초보 디자이너를 위한 건축 입문서. 건물 형태 및 디자인의 기본 개념부터 건물을 디자인할 때 건축가가 고려해야 할 사항, 하나의 디자인 요구조건이나 상황에 대한 다양한 대안들을 제시한다. 또한 디자인의 창의성을 증진시켜 주고, 효율적으로 복잡한 내용을 다룰 수 있도록 도와주며, 상황에 따른 다양한 대안을 제시하고, 프로젝트에 관한 사실과 건물형태사이의 상호 관계를 이해시켜 줄 것이다."
"감독, 열정을 말하다","1천만 관객 시대를 맞은 2000년대 한국 영화계, 그 중심에 자리한 일군의 젊은 영화감독들의 활기찬 행보를 보여주는 인터뷰집. <마주치다 눈뜨다>의 저자 지승호가 김지운, 류승완, 변영주, 봉준호, 윤제균, 장준환, 조명남 등 일곱 명의 영화감독과 만났다.

한국 영화계에 새롭고 강력한 젊은 피를 제공한 이들 영화감독들은 과연 누구인가? 그들에 대한 궁금증을 직접 그들의 육성으로 들어보면서, 2000년대 한국 영화예술의 의미와 앞으로의 발전상을 가늠해보고자 했다. 감독들이 소탈하게 털어놓은 개인사와 감독 데뷔 전의 영화학도로서의 모습, 연출부 시절의 신산했던 시절에 대한 고백, 각자의 감독 작품을 연출할 당시의 에피소드도 엿볼 수 있다."
