title,summary
와인이 있는 100가지 장면,"<라라랜드>에서 미아가 꿈속에서 마시는 와인은 뭘까? <아이언맨>의 토니 스타크가 혼자 마시던 최상급 레드와인과 연인 페퍼를 위해 준비한 화이트와인은? 영화를 보다가 ""저 장면에서 마시는 와인 뭐지?"" 하고 궁금한 적이 있다면, 이 책에서 답을 찾을 수 있다.

연출 전공 영화학도이기도 했던 소믈리에 엄정선, 와인저널리스트 배두환이 '와인이 등장하는 100가지 영화 장면'을 수집해, 그 와인이 무엇인지, 또 그 장면에서 알아야 할 와인 상식은 무엇인지 자세히 짚어준다. 영화와 와인을 사랑하는 마음만큼이나 정보 공유에의 소명의식이 큰 저자들답게 집요한 취재로 ‘영화 속 와인’에 관한 방대한 정보를 한 권에 엮어냈다.

<킹스맨>에서 해리와 발렌타인은 혈투를 벌이기 전에 와인이 담긴 메시지로 먼저 한판 승부를 벌였고, <대부>의 말론 브랜도는 자신과 꼭 어울리는 독주를 곁에 두며, <딥 임팩트>에서 지구 종말을 맞이하며 인생 마지막 날 와인 한 잔을 마시는 것처럼 세상의 모든 ‘와인 신(scene)’에는 재밌는 사연이 있다.

책에서는 초심자에서 애호가가 되는 길에 꼭 봐야 할 대표적인 '와인무비' <사이드웨이>, <부르고뉴, 와인에서 찾은 인생>, <구름 속의 산책>, <와인 미라클>, <와인을 딸 시간> 등에 등장하는 와인 상식과 와인 리스트도 총정리했다. 시네마&와인을 좋아한다면 누구나 페이지 넘기는 게 아까울 소장 가치 있는 책이 되어줄 것이다."
오월의 청춘 1,"1980년 5월, 역사의 소용돌이로 운명처럼 서로에게 빠져버린 청춘들의 아련한 사랑 이야기가 40년의 시간을 건너 안방에 찾아왔다. 오랜만에 만나는 정통 멜로 드라마의 탄생을 알리며, 철저한 시대 고증과 배우들의 탁월한 연기가 연일 화제를 일으켰다. 드라마 '오월의 청춘'은 유난히 뜨겁고 치열했던 그 시절, 불안하지만 순수하고 아름다운 사랑을 했던 두 남녀와 더 나은 미래를 위해 목숨을 걸고 목소리를 냈던 사람들의 이야기를 담았다.

이에 대세 배우 이도현, 고민시, 이상이, 금새록의 연기 케미스트리와 중견 연기자들의 탄탄하고 실감 나는 연기, 시대를 관통하는 메시지까지 놓치지 않고 담아내 수작이라는 평을 받고 있다. <오월의 청춘> 대본집에는 실제 방송되지 않은 장면의 대사와 회별 명장면 스틸컷, 작가의 친필 사인, 미공개 자료 등을 실어 색다른 감동과 재미를 선사하는 한편, 이강 작가의 섬세한 감정 표현과 지문 표현으로 구축한 작가의 집필 세계를 엿볼 수 있다."
오월의 청춘 2,"1980년 5월, 역사의 소용돌이로 운명처럼 서로에게 빠져버린 청춘들의 아련한 사랑 이야기가 40년의 시간을 건너 안방에 찾아왔다. 오랜만에 만나는 정통 멜로 드라마의 탄생을 알리며, 철저한 시대 고증과 배우들의 탁월한 연기가 연일 화제를 일으켰다. 드라마 '오월의 청춘'은 유난히 뜨겁고 치열했던 그 시절, 불안하지만 순수하고 아름다운 사랑을 했던 두 남녀와 더 나은 미래를 위해 목숨을 걸고 목소리를 냈던 사람들의 이야기를 담았다.

이에 대세 배우 이도현, 고민시, 이상이, 금새록의 연기 케미스트리와 중견 연기자들의 탄탄하고 실감 나는 연기, 시대를 관통하는 메시지까지 놓치지 않고 담아내 수작이라는 평을 받고 있다. <오월의 청춘> 대본집에는 실제 방송되지 않은 장면의 대사와 회별 명장면 스틸컷, 작가의 친필 사인, 미공개 자료 등을 실어 색다른 감동과 재미를 선사하는 한편, 이강 작가의 섬세한 감정 표현과 지문 표현으로 구축한 작가의 집필 세계를 엿볼 수 있다."
김락희의 인체 드로잉,"국내에서 유튜브 드로잉 채널을 운영하면서 드로잉 강의를 하고 있으며 미 마블 사의 애니메이션 캐릭터 작업도 하고 있는 김락희 작가가 드로잉 입문자를 위한 인체 해부학 입문서를 출간하였다.

드로잉을 공부할 때 인체 해부학을 모르고서는 그림의 기본을 다질 수 없으므로 이 책은 인체의 도형화부터 시작해 해부학을 공부하고 동세(動勢)를 단계별로 강의한다. 특히 인체 비례와 균형까지 한눈에 들어와야 한다는 저자의 고집으로 A4 사이즈 가로 크기로 과감하게 판형을 결정하여 보기 드문 해부학 드로잉 입문서를 탄생시켰다."
내가 사랑한 화가들,"국내 최고의 지식인들이 진행하는 EBS 클래스e에서 시청률 1위를 기록하며 미술의 대중화에 앞장서고 있는 정우철 도슨트가 첫 책을 출간했다. 수많은 화가 중에서도 특별히 사랑하는 열한 명의 화가를 직접 골라 그들의 인생과 대표작들을 쉽고 재미있게 소개하고 있다.

정우철 도슨트는 어떤 기준으로 열한 명의 화가를 골랐을까? 코로나와 저성장 시대를 살아가는 바로 오늘, 지금 우리에게 용기와 위로를 주는 인물들이다. 하루에도 몇 번씩 흔들리는 현실 앞에서 우리처럼 온몸으로 시련을 맞았던 예술가들, 그래도 속수무책으로 주저앉기보다 기꺼이 극복하려 애를 썼던 이들이야말로 정우철 도슨트가 특별히 사랑한 예술가들이다.

그래서 책을 읽고 있으면 자신의 삶과 가치관을 뜨겁게 지켜냈던 예술가들이 결코 특별한 유전자를 가진 인물들이 아니라는 사실을 알게 된다. 미술 지식이 있으면 더 좋겠지만 그런 것쯤 몰라도 그림 앞에서 울고 웃는 데는 아무 문제가 없다는 깨달음은 정우철 도슨트가 선사하는 또 다른 미술 감상의 재미이다.

정우철 도슨트는 이 책을 통해, 인생은 누구에게도 호락호락하지 않지만 스스로를 믿고 최선을 다하다 보면 우리도 위대한 예술가들처럼 자기 인생의 주인공으로 살아갈 수 있다는 확신을 전한다. 저자의 친절하고 다정한 안내로 화가들의 삶을 따라가다 보면, 어느새 좀 더 단단해진 자신을 발견할 수 있을 것이다."
지금 여기의 아이돌-아티스트,"음악평론가 김영대가 지금 이 순간 전 세계 대중음악의 판도를 뒤흔드는 케이팝 아티스트 10팀의 음악 세계를 세심하게 들여다보며 아티스트로서 그들의 면모를 다각도로 집중 분석한 책이다. 이 책에서 김영대 평론가가 주목한 케이팝 아티스트는 BTS, 아이유, 블랙핑크, 태민, 태연, NCT, 레드벨벳, 데이식스, 이달의 소녀, 투모로우바이투게더로 각기 다른 음악적 미학과 개성으로 전 세계 음악 팬들의 뜨거운 지지를 받는 아이돌들이다.

또한 이 책은 수많은 편견과 오해에도 불구하고 자신만의 독특하고 공고한 음악 세계를 구축해 전 세계적 케이팝 신드롬을 만들어낸 아티스트들을 세밀히 살피면서 그에 대한 정당한 인정과 음악적 평가가 거의 부재한 현상황을 비판적으로 바라보는 책이기도 하다.

케이팝에 관한 핵심적인 질문과 시선을 종합해 분석하며 한국 대중음악의 역사, 나아가 세계 대중음악의 역사를 바꿔놓는 케이팝의 문화적, 산업적 반향과 성취를 돌아보고 그 미래를 전망하는 아홉 편의 글도 담고 있다."
이과장의 좋좋소 대본집 1,"대한민국 중소기업의 현실을 적나라하게 풍자하는 블랙코미디 좋좋소. 유튜브에 업로드 됐던 시즌 1.2의 내용을 포함한 빠니보틀 감독의 초고를 편집 없이 그대로 담았다. 최종 방영된 영상과는 전혀 달랐던 기존의 대본과 배우의 애드립으로 처리된 실제 대사를 볼 수 있다. 여기에 왓챠에서만 확인할 수 있는 확장판 대본까지 추가해 소장의 가치를 더욱 높였다.

각 상황에 대한 뒷이야기, 대사에 얽힌 비하인드 스토리, 배우와 있었던 일 등 드라마에 얽힌 다양한 이야기와 설명을 빠니보틀 감독이 직접 주석으로 달았다. 감독의 원래의 기획의도, 대본이 바뀐 사정 등 좋좋소를 좋아하는 팬이라면 반드시 알아야 하는 뒷이야기들을 빠니보틀 감독이 직접 이야기한다.

또한, 콘티를 제작했던 1화부터 5화까지의 실제 콘티를 최초로 공개한다. 군대 일화를 만화로 그려 많은 화제가 됐던 빠니보틀 감독이 직접 그린 콘티를 보정 없이 그대로 수록하였다. 빠니보틀만의 독특한 그림체로 그려진 콘티를 보고 있으면 마치 좋좋소 만화 버전을 읽는 듯한 느낌을 받을 수 있다."
방구석 미술관 (100쇄 기념 스페셜 에디션),"2018년 출간 이래 방송과 광고업계에까지 ‘방구석 신드롬’과 미술 열풍을 일으킨 원조 미술책으로, ‘미술은 고상하고 우아한 사람들의 전유물’이라고 생각했던 대중들을 미술에 흠뻑 빠지게 만들며 지금까지 큰 사랑을 받고 있다. 최장 기간 예술 베스트셀러.스테디셀러를 차지하며 새로운 미술 교양의 지평을 연 이 책이 2021년, 드디어 100쇄를 돌파했다.

독보적인 예술책 <방구석 미술관>의 100쇄를 기념하기 위해 선보이는 한정판 ‘invitation edition’은 독특한 포장으로 소장 가치를 높였다. 에디션 박스를 열면 프랑스 파리의 3대 미술관 중 하나인 오르세 미술관이 눈앞에 펼쳐져 마치 나만을 위해 준비된 특별한 미술관에 초대받은 듯한 느낌이 든다. 일러스트레이터 ‘싸비노’의 현대적이고 감각적인 작품으로 재탄생한 오르세 미술관은 코로나19로 미술 여행이 어려운 독자들에게 기대와 설렘을 선사할 것이다."
"30일, 나의 새로운 취미 재즈피아노 (스프링)","버클리 음악 대학교 전액 장학생인 재즈피아니스트이자 12만 구독자를 사로잡은 유튜브 크리에이터 ‘지민도로시’의 <30일, 나의 새로운 취미 재즈피아노>는 지민도로시만의 방법으로 초보자도 부담 없이 접근할 수 있도록 설명한 재즈피아노 기초 교본이다.

재즈피아노 연주를 위한 이론, 연주법들을 날마다 하루에 하나씩 총 30일 동안 완벽하게 습득할 수 있도록 구성하였으며, 문제 풀이와 예제곡을 더욱더 쉽게 이해할 수 있도록 친절한 무료 설명 강의 QR 코드 영상, 예제곡 모범 연주 QR 코드 영상도 함께 수록하였다."
"여자를 삼킨 화가, 피카소","알제리에서 태어난 소설가 카멜 다우드는 '미술관에서의 하룻밤'이라는 프로젝트의 초청으로 파리 피카소 미술관에서 혼자 하룻밤을 보낸다. 마침 미술관에서는 '1932년 피카소, 에로틱했던 해'라는 기획전이 열리고 있다. 피카소의 그림들과 함께한 그 특별한 경험은 그에게 지하디스트의 관점에서 여성의 육체와 이미지에 관한 이 에세이를 쓰도록 영감을 주었다.

카멜 다우드는 에로티시즘이 침묵하는 세계에서 태어났다. 그곳에서는 세속적 욕망을 억눌러야 하고, 예술과 웃음을 경시해야 한다. 그러지 않으면 율법과 종교재판의 대상이 된다. 그는 그런 세상을 살아가고 있는 ‘아랍인’의 눈으로 피카소를 본다.

서양의 예술은 여자와 함께 알라 반대편에 존재하는가? 서양은 그들의 예술 혹은 역사로 죄를 지었는가? 우리 문화는 왜 그토록 이미지에, 재현에 집착하는가? 아랍에서 예술은 불가능한 것인가. 그는 서양의 화려한 미술관에서 하룻밤을 보내며 끊임없이 되묻는다.

서양과 아랍, 기독교 문화와 이슬람 문화라는 매우 상반된 두 세계를 피카소라는 화가를 통해 바라본 이 책은 그 자체로 강력한 텍스트이며, 슬픔이 담긴 철학적 성찰이자 육체에 대한 매우 특별한 명상이다."
