title,summary
동양의 광기와 예술,"성균관대학교출판부 학술기획총서 ‘知의회랑’의 열다섯 번째 책. ‘광’자와 ‘견’자의 의미를 중심에 두고 중국철학과 중국예술의 특징을 포괄적으로 재구성하면서, 저 자유롭고 독립적인 사유와 정신이 동아시아 시ㆍ서ㆍ화의 예술에 스며든 자취를 흥미롭게 서사화한 연구서다.

오랜 시간 자신의 연구에서 유가와 노장의 지평을 확대해온 저자는, 이러한 동양의 광기는 정주이학자들이 사회ㆍ정치적 안정을 위해 윤리 차원에서 부정적으로 이해한 것을 제외하면, 철학ㆍ문화ㆍ예술 등 자유와 창조의 세계에 가닿는 ‘인문광기’의 차원으로 주목받아왔다고 결론 내린다."
충돌하는 세계,"‘예술’이라는 단어에서 우리는 어떤 이미지를 떠올릴까? 유럽의 유서 깊은 미술관과 박물관들에 고고하게 걸린 거장들의 회화작품? 조용하고 깔끔한 갤러리의 하얀 벽면에 걸린 형형색색의 그림과 현대적으로 지어진 건물 앞에 당당히 서 있는 거대한 조각들?

『충돌하는 세계』의 저자 아서 I. 밀러는 사람들이 예술에 대해 가지고 있는 고정된 이미지를 단번에 깨버린다. 인공지능 알고리즘이 그린 그림과 작곡한 음악, 유전자를 조작해 형광색으로 빛나는 살아 있는 토끼, 앉으면 온몸으로 소리를 들을 수 있는 의자, 원자력현미경을 통해 촬영한 나노 단위 수준의 산맥 이미지, 빅데이터를 시각화하여 미학적으로 만든 영상 등 그가 소개하는 예술의 범위는 그야말로 무궁무진하다.

아서 I. 밀러는 때때로 직접 작품에 참여하기도 하면서 예술과 과학의 관계에 대해 연구해왔다. 특히 과학과 예술의 접점이라고 할 수 있는 창조성을 주제로 왕성한 저술활동을 해온 그는, 이 책에서 과학계와 예술계의 충돌이 빚어낸 전혀 새로운 현대예술사를 써내려간다.

레오나르도 다빈치의 경우에서 볼 수 있듯 르네상스 시대와 그 이전에도 과학적 사고가 예술에 영향을 미친 사례는 많이 있었지만, 그가 생각하기에 이런 변화가 본격적으로 시작된 것은 폐품을 주워 작품을 만든 라우션버그와 기성품인 변기에 제작업자의 이름을 적어넣고 갤러리에 전시한 뒤샹, ‘팩토리’를 세우고 작품을 ‘찍어낸’ 앤디 워홀이 활동하던 시기부터다. 훗날 새로운 예술운동의 시발점으로 평가받는 한 전시회를 통해, 그가 소개하는 흥미롭고 새로운 역사의 시작을 따라가보도록 하자."
사랑보다 좋은 말,"방탄소년단의 리더 RM은 2019년 월드투어의 대장정을 마치며 ""사랑이라는 말보다 더 좋은 말이 있었으면 좋겠""다고 말했다. 수많은 아티스트와 그들의 팬덤 가운데서도 보기 드문 유대와 결속을 자랑하는 방탄소년단과 팬 아미 사이에, ‘사랑보다 좋은 말’은 무엇일까. 그 답을 찾고자 7명의 아미를 인터뷰했다.

이 책은 7명의 아미가 방탄소년단의 음악과 더불어 일상을 살아가는 풍경을 보여줌으로써, 우리가 서로에게 건넬 수 있는 가장 따뜻한 말, 사랑보다도 더 좋은 말은 결국 살아가는 이야기를 들려주는 것이 아닐까 가만히 묻는다. 거대한 팬덤 ‘아미’라는 이름 뒤에서 잘 드러나지 않던, 고유한 ‘한 사람’으로서의 삶을 충실히 살아가는 아미들이 전해준 잔잔하고도 뭉클한 말들을 한 권의 책으로 엮었다."
반주 레시피 3,"아이들과 반주를 배우고자 하는 초급 연주자를 위한 교재다. 코드가 만들어지는 원리와 기능에 대한 이론이 쉽고 명확하게 설명되어 있다. 동요, 만화 주제가, 영화음악, 뉴에이지, 가요 등 다양한 장르가 실려 있으며, 여러 가지 리듬 패턴을 통해 어떤 단선율 악보를 보고 스스로 반주 리듬을 선택해서 연주할 수 있도록 구성되어 있다."
그리스 비극,"동사문화사에서 펴내는 월드북 시리즈 52번째 책. 고대 그리스 3대 비극시인으로 손꼽히는 아이스킬로스, 소포클레스, 에우리디피데스의 대표작 12편을 선정하여 감상할 수 있도록 실어 두었다. 수많은 시대의 희생자들을 위로하고 애도하는 문학의 진정성을 보여주는 그리스 비극의 정수를 이 책에서 엿볼 수 있다."
에곤 실레,"베이식 아트 시리즈는 1985년 피카소 작품집을 시작으로 베스트셀러 아트북 컬렉션으로 거듭났다. 2005년 첫 한국어판을 출간한 이후 15년 만에 새롭게 재출간되었다. 이번 '베이식 아트 2.0' 시리즈는 전보다 더 커진 판형과 도판으로 독자들에게 보다 생생한 작품 이미지를 전달한다.

에곤 실레(1890-1918)는 그래픽 스타일과 인간 형상의 왜곡, 전통적인 미의 기준에 대한 반항적인 작품으로 오스트리아 표현주의를 이끄는 선두주자이자 20세기 가장 놀라운 업적을 보여준 초상화 작가 중 한 명이다.

구스타프 클림트가 지도했던 실레는 화려한 아르 누보 스타일에 고취되어 날카로운 선, 짙은 색조 및 부자연스러운 피사체를 훨씬 더 거칠고 대립적으로 표현하는 미학을 선보인 작가이다. 그의 다양한 초상화와 자화상은 빈의 기득권 계급을 전례 없는 방식으로 표현하며 심리적, 성적인 면에서 충격을 주었다."
쉽게 배우는 유화기법,"표현적이고 다양한 요소들 때문에 유화물감은 미술을 배우는 사람들이 가장 선호하는 도구이다. 아티스트이자 영감을 주는 선생인 배링턴 바버는 유화의 장점을 명쾌하게 설명하고, 단계적 교육과 아름다운 예제로 누구나 쉽게 배울 수 있게 구성했다.

이 책의 목표는 미래의 작가들이 유화 작품에 좀 더 쉽고 즐겁게 접근하게 하기 위한 것이다. 유화는 프로 작가들이 오늘날 가장 많이 사용하는 재료이지만, 새로 시작하는 초보자들도 두려워할 필요는 없다. 유화 물감은 가장 쓰기 편하고 섬세하고 훌륭한 효과를 나타내기에 적합하다. 이 책에서 이러한 물감들을 사용할 수 있는 여러 가지의 테크닉을 보여주고 이것들을 가능한 한 쉽게 설명하였다. 초급.중급자 아티스트가 유화에 몰입되는 완벽한 안내서이며 유화에 대한 모든 것을 접한다."
송영주 재즈피아노 연주곡집 2,"재즈 피아니스트 송영주의 두 번째 재즈피아노 연주곡집. 송영주의 [Jazz Meets Hymns 2] 앨범의 피아노 파트 및 리듬을 세밀하게 악보로 담아내어 완성도를 높였고, 피아노 악보와 함께 각 곡마다 재즈 스탠다드 리얼북 악보처럼 멜로디와 코드만 간략하게 정리한 리드시트 악보를 함께 수록하였다.

‘It is So Sweet to Trust in Jesus(구주 예수 의지함은)’, ‘Leaning on the Everlasting Arms(주의 친절한 팔에 안기세)’, ‘Jesus Loves Me(예수 사랑하심은)’, ‘Great is Thy Faithfulness(오 신실하신 주)’ 등 잘 알려진 찬송가 10곡과 송영주가 직접 작사, 작곡한 1곡 ‘You are There(Psalm 139)’ 등을 재즈 스윙, 발라드, 라틴, 보사노바, 7박 리듬 등으로 연주한 앨범의 총 11곡을 피아노 악보로 풀어냈다."
통기타 리듬 스트럼의 모든 것 3,"코드와 리듬이 익숙하지만 그 이상의 연주는 어떻게 해야할지 몰라 방황하는 초급부터 중급까지의 연주자들에게 유용한 통기타 스트럼 교재이다. 코드 전환과 스트럼의 기본기를 어느 정도 가진 연주자라면 자신이 가진 기본기를 어떻게 확장하고 축소할지 고민하고 연구하는 과정이 필요하다. 이것을 통해 음악을 이해하고 자신만의 방법으로 곡을 해석하여 노래에 어울리는 리듬을 스스로 적용하여 연주할 수 있도록 돕는 것이 이 책의 목적이다.

이 책은 리듬 패턴을 주루룩 나열하여 가르치는 단순한 방법이 아니라 곡의 구조에 맞게 기본 리듬을 유기적으로 확장하고 축소하면서 다양하게 변주되는 노래에 잘 적용할 수 있도록 리듬을 연습한다. 이렇게 연주하면 곡의 느낌을 최대한으로 살릴 수 있으면서도 수준 높은 스트럼 연주로 발돋움하게 된다. 다양한 리듬의 전개 과정을 학습하고 몸으로 체득하면서 자신만의 새로운 해석으로 연주할 수 있다는 가능성을 제시한다."
뼈들이 노래한다,"신화, 전설, 우화 등 과거에서부터 전해져 온 민담은 스스로 살아남은 힘을 가지고 있다. 평범한 사람들의 특별한 이야기와 현실과 환상을 넘나드는 흥미로운 이야기는 듣는 이들의 마음을 훔치고 입에서 입으로 꾸준히 전해진다. 또한 그 이야기에는 시대가 흘러도 크게 달라지지 않는 삶의 보편적인 모습과 그 지역만의 특수한 의식, 전통, 문화 등이 모두 담겨 있다.

독일의 그림 형제는 바로 이러한 민담의 힘과 가치에 주목했다. 그래서 독일의 각 지역에서 전해지는 이야기들을 모아 기록하였고, 그중 '어린이와 가정을 위한 이야기'를 추려 책으로 출간했다. 이것이 우리가 아는 <그림 동화>의 시초이다.

하지만 그림 형제가 처음에 기록한 이야기와 우리가 알고 있는 이야기는 조금씩 다르다. 본래의 이야기가 다소 불쾌하고 음산하다는 여러 비평과 독자층을 어린 아이들로 한정시키려는 출판사의 요청으로 이야기가 점점 각색되고 순화되었기 때문이다. <그림 동화>는 각색 후에야 비로소 많은 이들의 관심을 받기 시작했고, 점차 다른 나라에까지 퍼져 지금은 전 세계적으로 사랑받는 이야기가 되었다.

시각예술가 숀 탠은 이처럼 민담이 지니고 있는 힘과 <그림 동화>의 거친 원작에 매료되어, 75편의 이야기에 영감을 받은 75개의 조각들을 빚어냈다. <뼈들이 노래한다>에서는 음산하고 잔인한 <그림 동화>의 본래 이야기에 걸맞은 그 기묘하고도 특별한 조각들을 모두 만나 볼 수 있다."
