title,summary
두려움 없는 복음 전도,"일반 성도인 저자의 삶 속 전도 경험과 그에 대한 조언을 담은 책이다. 전도의 당위성을 강조하며 믿음과 소명을 강화시키는 여타의 책들과 달리, 전도가 두렵고 부담스러운 평범한 성도들의 마음을 공감해 주며 전도에 대한 실제적인 제안과 응원을 담았다. 전도의 필요성을 느끼지만 막상 어떻게 시작해야 할지 모르는 대부분의 성도들에게 공감과 위로, 구체적인 팁을 전해 주는 유용한 복음전도 안내서다.

이단의 성행과 일부 교인들의 미숙한 행동, 대면을 기피하는 사회적 이슈 등으로 전도는 물론 모임조차 어려워진 한국 교회와 성도들에게 복음의 능력과 구원의 은혜, 그리스도인의 소명 등을 되새겨 주는 책이다. 위축된 오늘날의 성도들이 기독교의 본질과 지상명령을 기억하도록 도울 뿐 아니라 다시 힘을 내어 복음전도의 사명을 감당하도록 독려한다."
부처님의 생애 (특별 보급판),"종단본《부처님의 생애》 특별 보급판이 나왔다. 보급판 《부처님의 생애》는 양장본 《부처님의 생애》에서 불전도와 부록을 제외한 본문 전체를 실어 글의 감동은 고스란히 살리고, 판형과 쪽수를 줄여 최대한 합리적으로 편집하였다. 언제 어디서든 부담 없이 지니고 다니며 읽을 수 있는 종단본 『부처님의 생애』는 이제 불자들의 필수 지침서가 될 것이다."
구약성서 탐구,구약성서를 역사·문학·성서비평학·신학적 접근을 망라하여 통합적으로 다루면서 구약성서에서 이야기적 요소와 역사적 요소가 서로 밀접하게 연결되어 있음을 보여준다. 또한 구약성서에 대한 기본적 사실을 잘 정리한 다양한 도표와 유물 사진들을 수록하여 책의 가치를 더 높여 주고 있어서 구약성서를 공부하고자 하는 모든 이에게 좋은 안내자가 될 것이다.
하나님을 바로 알자,"저자 토저는 이 책에서 성도들에게 피조물을 생각하듯이 창조자를 생각하는 습관을 버려야 한다고 말한다. 하나님은 무엇과도 비교할 수 없다. 하지만 오늘날 그리스도인들은 하나님의 불같은 거룩과 위엄을 그분에게서 떼어냄으로써 그분과 교제하려고 노력한다. 그들은 스스로를 그리스도인이라고 부르며, 하나님에 관해 말하며, 때로 하나님께 기도 하지만, 하나님이 누구신지 모르는 게 분명하다.

이 책을 읽으면서 우리는 거룩한 하나님이 어떤 분인지 간과하기 쉬운 정신없는 시대를 살아가고 있단 걸 깨닫게 된다. 우리의 신앙생활이 창조주이신 ‘하나님’이 아니라 ‘나’에 집중해왔단 사실을 알게 되면서 믿음의 본질되신 창조주를 바로 아는 것이 다른 무엇보다 우선이라는 걸 알게 될 것이다."
청교도에게 배우는 경건,"리폼드 시리즈 세 번째 책. 이 책 제1부에서 경건의 이론을 먼저 살펴본다. 총 4장으로 구성된 제1부는 하나님의 본질과 속성, 타락한 인간, 거듭난 신자, 경건을 방해하는 7가지 장애물에 대해 다루고 있다. 야고보는 ""행함이 없는 믿음은 죽은 것이니라""(약 2:26)고 말했다. 경건 역시 지식에만 그쳐서는 안 된다.

이 책 제2부에서는 경건의 연습의 실제를 다루고 있다. 하루를 경건하게 시작하는 법, 성경을 가까이하는 법, 일평생 하나님과 동행하는 법, 하루를 경건하게 마무리하는 법 등이 그것이다. 루이스 베일리는 청교도 특유의 직설 화법으로 이 모든 것을 가감 없이, 사실적으로, 때로는 너무나도 참담하게, 때로는 너무나도 애절하게 제시하고 있다.

17, 18세기 최고의 베스트셀러였던 이 책은 여러 나라의 언어로 번역되어 거의 모든 가정에서 성경과 함께 읽혔고 특히 청교도들의 사랑을 독차지했다. 기독교 역사에 있어서 성경 다음으로 많이 읽힌 『천로역정』의 저자 존 번연도 아내가 지니고 있던 이 책을 숙독함으로써 영적 생활을 시작하는 데 큰 도움을 받았다고 한다."
두 시간의 내적치유 기적,"깊은 내면의 감정적, 영적 문제 때문에 고통을 당하는 대부분의 신자들이 이 책에 제시된 사역 원리에 근거하여 치유 받고 자유케 될 수 있는 방법을 알려준다. 저자는 거의 30년 동안 내적치유 사역에 종사해 온 세계적인 내적치유 전문가요, 교수이다. 그는 이 사역이 지역교회가 해야 할 여러 가지 사역 중 최우선 순위에 두어야 한다고 확신한다."
삿포로의 빛나는 십자가,"영적으로 세계 어느 지역보다 척박한 일본, 그중 최북단 홋카이도 삿포로에서 가족과 함께 25년간 일본 선교의 불을 지펴 온 이수구 선교사의 섬김의 기록이다. 일본 다섯 손가락 안에 드는 거대 도시, 눈의 도시, 슬로시티 삿포로, 거기서 살아가는 일본인들의 얼어붙은 영혼, 어둠, 상처가 하나님의 사랑으로 회복되는 감동의 현장을 생생하게 확인할 수 있다.

복음의 변방 삿포로 한복판에 그리스도의 십자가가 빛나기까지 함께 기도하며 아름다운 교회 공동체로 성장해 가는 톤덴 그리스도교회와 삿포로 국제그리스도교회 형제자매들의 사연이 깊은 울림으로 다가온다."
본문이 있는 채움 쓰기성경 : 잠언,"성경을 휴대하지 않아도, 장소와 시간에 구애 없이 성경을 필사할 수 있다. 성경 본문이 인쇄되어, 필사 시간이 획기적으로 단축된다. 자신의 서체대로 자유롭게 필사할 수 있으며, 적색으로 인쇄된 예수님 말씀은 빨간색 펜으로 쓸 수 있다. 잘 펴지는 제본으로 편리하게 쓸 수 있다."
단순하게 설교하라,"설교자 라일이 45년간 설교해 오면서 체득한 설교의 지혜와 기술이 담긴 책으로, 단순한 설교의 위력을 보여준다. 라일은 설교에 있어 간과되어 온 중요한 주제가 ‘설교의 단순성’이라 역설하면서, 단순한 설교를 정의하고 단순한 설교를 하기 위해 필요한 지침들을 내놓는다. 복음의 핵심을 찌르는 설교, 회중이 듣기 쉽고 오래 기억하는 설교를 하기 위한 모든 수고와 노력을 아끼지 말 것을 간곡히 권면한다. 노(老) 설교자의 생생한 권면이 담긴, 짧지만 보석 같은 책이다."
가정교회에서 길을 찾는다,"최영기 목사의 가정교회 20년 목회 노하우. 휴스턴은 미국 전체로 따지면 4대 도시지만, 한인 인구로만 따져 보면 변두리 지방에 있는 작은 도시에 불과하다. 이런 작은 도시에서 시작된 가정교회가 지역, 문화, 언어, 세대를 뛰어넘어 전 세계로 퍼져 가고 있다. 저자는 휴스턴에서 시작된 가정교회가 하나님의 주도로 어떻게 세계 곳곳으로 번져 가게 되었는지, 하나님의 손길을 전하고자 한다."
