title,summary,category
Take IVY 테이크 아이비,"품위와 실용성이 절묘한 균형을 이루는 아이비리그 스타일을 한눈에 보여 주는 포토 에세이다. 1950년대 말 미국 사회를 풍미한 아이비룩의 멋스러움에 주목한 일본 패션계의 저명한 4인이 의기투합하여 탄생시킨 사진집으로, 1965년 일본에서 초판이 발행되었고 이후 패션 인사이더들의 희귀 애장품으로 입소문을 타다가 원형 그대로 소장을 원하는 독자들의 열렬한 요청에 의해 2006년 복간되었다.

단순히 과거를 회상하는 사진집이 아니다. 지성의 요람에서 젊은 대학생들이 즐겨 입던 스타일은 1950년대를 대표하는 패션 트렌드가 되어 아이비룩이라는 이름으로 남았다. 아이비룩은 이후 미국 사립 고등학교 학생의 패션인 프레피룩으로 변화를 거쳤고 지난 60여 년간 전 세계 유명 디자이너들에게 영감을 제공해왔으며 한국 중고등 학생들의 교복에도 영향을 미쳤다. 재미있는 점은 1960년대 사진들임에도 불구하고 여기 등장하는 패션 스타일을 여전히 현재 뉴욕, 도쿄, 서울, 파리의 가장 패셔너블한 거리에서 자주 발견할 수 있다는 것이다.

이렇듯 지난 반세기 동안 폭넓은 연령대로부터 꾸준한 사랑을 받은 아이비룩은 일상생활에서는 물론 격식 있는 비즈니스 자리에서도 부담 없이 통하는 단순하고 고급스런 룩의 완벽한 전형이다. 이런 아이비룩의 기원을 살펴볼 수 있는 유일한 사진집이자 과연 아이비룩이 무엇인지 시각적으로 이해할 수 있는 최고의 바이블이 될 것이다.",Home_Cook_Beauty
아기가 진짜 잘 먹는 이유식,"쑥쑥 자라는 아기의 성장에 필요한 탄탄한 아기밥상 설계 노하우를 공개한다. 세 아이의 엄마이자 아토피, 알레르기 비염, 면역치료를 하는 의사인 민아림 원장이 안전한 식재료와 영양을 꼼꼼하게 따지고 고민하여 만든 이유식 레시피들을 한 권에 담았다. 세 아이가 싹싹 비우며 맛있게 먹어준 튼튼 이유식을 책으로 만나보자.

아기가 먹는 이유식은 어른들이 먹는 음식과 달라서 식재료를 고르는 것부터 조리하는 것까지 챙겨야 할 게 한두 가지가 아니다. 이 책은 6단계 이유식 프로그램에 따라 레시피를 구성하고 과정별 사진과 친절한 설명은 물론 깨알 요리팁까지 담아 누구나 쉽게 만들 수 있다. 큐브를 활용해 재료를 저장하는 방법이나 밥솥 칸막이 레시피 등 쉽고 간편하게 요리하는 방법도 알차게 담았다.",Home_Cook_Beauty
가방을 만드는 시간,"다양한 모양과 천으로 매일 들어도 질리지 않는 데일리 아이템 위주의 가방들을 소개한다. 무심한 숄더백, 모범생 크로스백, 단정한 바네 크로스백, 친절한 언니의 숄더백, 설레임 피크닉 가방, 처음 버킷백, 약속 고리백, 레이스 토트백, 파리의 그녀 숄더백, 집으로 가방, 오래오래 쇼핑백, 말괄량이 크로스백 등 이름만으로도 감성이 넘치고 빨리 내 손으로 만들고 싶은 가방들이다.

크게 세 가지 패턴으로 구분하여 분류했는데 A패턴은 ‘조금 더 정성 들여 만드는 가방’, B패턴은 ‘가볍게 만들어 더 편한 가방’, C패턴은 ‘변형하기 좋은 가방’이다. 작품 만들기 전에 알아야 할 바느질 도구와 부재료 관련 소개와 기초 바느질에 대한 부분도 자세하게 설명되어 있고, 알면 알수록 도움되는 ‘쏘잉팁’ 페이지도 많이 들어 있다. 부록으로 책 속 작품의 실물 패턴을 모두 제공한다.",Home_Cook_Beauty
캣님의 꽃과 소녀 리본 자수,"기초적인 리본 자수 기법으로도 완성할 수 있는 간단한 작품부터 리본 자수의 매력을 한껏 드러내는 화려한 기법의 자수까지, 부담스럽지 않으면서 완성도 있는 작품들로 구성되어 있다. 이 책에 수록된 작품들은 리본 자수로만 이루어진 것이 아니라 실로 수놓는 프랑스 자수가 적절히 조화롭게 구성되어 있다.

입체 자수 기법으로 수놓아진 소녀들의 모자, 꽃과 열매 리스의 나뭇가지, 소녀가 차려입은 옷의 프린팅 등을 프랑스 자수로 수놓음으로써 풍성하고 볼륨감 있는 꽃잎을 표현할 수 있는 리본 자수와 섬세한 표현이 가능한 프랑스 자수가 잘 어우러지면 더욱 기품 있는 작품이 된다는 것을 알게 해 줄 것이다.",Home_Cook_Beauty
마크라메 인테리어,"마크라메란 줄을 엮어 만든 매듭으로 다양한 무늬를 만들어나가는 공예 기법이다. 최근 보헤미안 요소를 인테리어에 접목한 ‘보호(BOHO) 스타일 인테리어’가 각광받으면서 이 스타일의 주요 필수품이라고 할 수 있는 마크라메 아이템 또한 주목을 받고 있다. 『마크라메 인테리어』에서는 플랜트 행거를 비롯하여 태피스트리, 스크린 등 누구나 쉽게 만들 수 있는 마크라메 아이템 25가지를 소개한다.",Home_Cook_Beauty
가벼운 아침 따뜻한 저녁,"주부들의 영원한 숙제인 아침과 저녁, 주말 메뉴에 대한 고민을 가뿐하게 날려주는 완소 레시피 북이다. 네이버 파워블로그 ‘cafe 709 in Japan’에 담긴 수많은 요리 중에서 맛과 예쁜 스타일링으로 네티즌들의 사랑을 듬뿍 받은 메뉴만을 쏙쏙 뽑아 따라 하기 쉽게 정리했다.

10년 이상 저자가 주방에서 만들어보고 새롭게 바꿔나가고 있는 한국과 일본 스타일의 가정 요리와 직접 방문한 레스토랑이나 카페, 각종 서적을 통해 배운 감각적인 브런치까지 모두 136가지를 선보인다. 이 책은 최근의 라이프스타일을 고려해 아침은 후닥닥 만들어 가볍게, 저녁은 정성껏 준비해 따뜻하게 즐길 수 있도록 구성했으며, 주말에는 근사한 브런치를 제안했다. 한식, 일식은 물론 아메리칸 스타일, 유럽풍 요리 등이 다양하게 들어 있어 달라진 음식 트렌드와 음식에 어울리는 테이블 스타일링을 한 번에 엿볼 수 있다.",Home_Cook_Beauty
알랭 파사르의 주방,"""미슐랭 별 세 개짜리 식당에서 식사하는 건 휴가 같은 거야."" 20년간 미슐랭 별 세 개를 받아온 파리에 있는 식당 라르페주의 마스터셰프이자, 세상에서 단 하나뿐인 음식을 만들어내는 천재 셰프 알랭 파사르에 대한 일러스트북.

라르페주는 2001년 메뉴에서 붉은 고기를 없애고 육식 위주의 프랑스 식탁에 놀랍게도 채소 메인디시를 선보였다. 세 곳의 농장에서 유기농으로 재배한 채소로만 만드는 이 음식은 프랑스인 뿐만 아니라 전 세계 사람들의 입맛을 사로잡았다. 그의 방식은 전 세계 많은 셰프들에게 영감을 주고 있으며 프랑스인들은 그를 세프이자 한 사람의 예술가로 생각한다.

앙굴렘 국제만화페스티벌 최고작품상을 두 번이나 수상한 프랑스의 유명 만화가 크리스토프 블랭은 3년에 걸쳐 알랭 파사르의 주방과 농장, 주위 사람을 관찰하며 이 작품을 완성했다. 간결하면서도 위트 있는 그림은 라르페주의 독창적인 음식과 그 뒤에 숨겨져 있는 알랭 파사르의 인간적인 면모, 요리를 하는 과정 등을 꾸미지 않은 모습 그대로 그려냈다.",Home_Cook_Beauty
10년 아이 밥상,"저자 마리안은 임신 말기 찾아온 임신중독증 때문에 달수를 채우지 못하고 1.8kg의 저체중으로 아이를 출산해야했다. 설상가상으로 아이는 선천적으로 호흡기가 약해 천식 진단을 받았다. 엄마로서 너무나 미안한 마음에 아이 성장과 호흡기, 면역력을 위해 공부하고 다양한 레시피 개발에 힘썼다.

정성과 영양이 가득한 식단 덕분에 아이는 건강하게 잘 자라 초등학교에 입학할 무렵에는 남자 아이들 중에 키가 가장 컸고 천식도 사라졌다. 아이가 건강하게 자라는 것이 당연한 일이라 생각할 수도 있겠지만 저자에게는 남다른 의미가 있는 기적이었다. 저자는 엄마의 소소한 노력이 아이의 인생을 바꿀 수도 있다는 믿음으로 ‘엄마는 기적을 만든다’라는 문구를 걸고 10년 가까이 블로그를 운영하고 있다.

이곳에서 같은 고민을 하는 엄마들과 도움되는 정보를 공유하기 위해 건강 레시피, 바른 먹거리 정보를 꾸준히 업데이트 하면서 네이버 육아 분야 파워블로거로 선정되었다. 또한 sbs 스페셜 <알파맘과 베타맘>편의 국내 알파맘으로 소개되는 등 육아 관련 오피니언 리더로 매스컴의 주목을 받았다.",Home_Cook_Beauty
나를 닮은 집짓기,"에세이스트 박정석은 넘쳐나는 집짓기 정보 속에서도 알 수 없는 갈증을 느끼는 미래의 건축주에게 맛깔진 읽을거리를 선사한다. 한 편의 드라마를 보는 듯한 집짓기의 시작부터 완성까지, 탁월한 이야기꾼이 써내려간 ‘단독주택 건축 에세이’.

고통의 순간은 미간을 찌푸리게 할 정도로 적나라하게, 또 환희의 순간은 이보다 더 흥분될 수 없게끔 섬세하게 묘사했다. 집짓기의 실체가 어떤 것인지, 백 장의 사진보다 와 닿는 문장과 에피소드가 독자를 단박에 건축주의 입장으로 데려다 놓는다.

저자가 원한 집은 아파트와 정반대의 집이다. 수십 년간 아파트에서 살았으니, 아파트와 최대한 다른, 아파트에 살면서 바랄 수 없는 모습의 집을 짓기로 했다. 아파트 천장이 낮으니 찬장 높은 집. 아파트엔 정원이 없으니 널찍한 정원이 있는 집. 외부로의 출입문이 하나뿐인 아파트와 반대로 집 안 어디서나 밖으로 나갈 수 있는 집. 아파트에 없는 엄청나게 커다란 창문이 있는 집. 아파트에 없는 데크 공간이 넓은 집. 이 모든 것을 집에 구현하는 과정은 멀고도 험난하다.

제 머리를 찧으며 푸념했던 것들을 훌륭한 조언으로 엮어냈다. 집 짓는 자의 마음가짐부터 집 짓는 동안 겪어야 하는 불편한 인간관계, 건축주가 저지르기 쉬운 실수, 선택의 순간이 왔을 때 어떻게 행동해야 하는지 등 건축 실용정보 밑바탕의 것들, 기본 중의 기본을 담았다.",Home_Cook_Beauty
여자를 가슴 뛰게 하는 남자 스타일,"‘왜 남자들이 옷 잘 입고 멋진 스타일을 연출하려고 할까?’ 그 원인을 깊이 파고들면 결국 남자들은 여자에게 잘 보이고 싶고 여자를 유혹하고 싶은 본능이 밑바탕에 깔려있기에 옷에 신경을 쓰게 된다. 따라서 남자에게는 동성 친구들의 옷 잘입었다는 백 마디 칭찬보다 여자의 ‘멋지다’는 한 마디가 더욱 달콤하다.

20대 패션기자와 30대의 스타일리스트인 이 책의 두 저자 눈에도 스타일이 돋보이는 매력적인 남자의 모습이란 크게 다르지 않다. 연령대와 상관없이 깔끔하고 멋진 스타일은 그 나름의 패턴과 방법이 있기 때문이다. 이러한 사실은 저자들이 진행한 설문조사에서도 확연히 드러났는데, <여자를 가슴 뛰게 하는 남자 스타일>의 Part1을 보면 확인할 수 있다.

결국 20대 남자의 눈에 예쁜 여자는 50대 남자의 눈에도 예쁜 것처럼 여자도 똑같다는 것이다. 이런 맥락에서 볼 때 여자에게 어필할 수 있는 남자 스타일링이란 크게 어렵지 않다. 여자들이 좋아하는 몇 가지 포인트만 유념하면 된다. 그리고 이 책이 그 가이드라인이 되어줄 것이다.",Home_Cook_Beauty
