title,summary
부의 시나리오,"오건영 저자가 불안한 금융시장 속, 흔들리는 투자자들의 다음 스텝을 지켜주기 위해 돌아왔다. 읽기만 해도 경제 흐름과 지식이 손에 잡히는 독보적인 오건영표 친절한 설명은 기본, 인플레 공포와 맞서 싸우는 것을 도와줄 ‘부의 시나리오’도 준비했다.

‘여의도 1타강사’라는 수식어에 걸맞게 경제 개념이 머릿속에 쏙쏙 박히도록 그래프, 기사를 적재적소에 배치하고, 여기에 일러스트를 삽입해 한층 더 쉽지만 강력하게 업그레이드했다. 코로나19 위기 이후 금리 안정화를 위해 발 벗고 나선 중앙은행과 쏟아지는 경기부양책, 그로 인한 후폭풍까지 꼬리에 꼬리를 물고 이어지는 저자의 설명을 따라가다 보면 어느 순간 경제를 보는 눈이 뜨이고, 불안한 금융시장과 맞서 싸울 수 있는 단단한 투자 포트폴리오가 손에 잡힐 것이다."
매매의 기술,"매매를 하다 보면 매 순간 선택의 갈림길에 놓인다. 이유는 모르지만 갑자기 매수세가 강해지며 주가가 치솟는 종목이 있는데, 이럴 때 동반 매수해야 하는지 아니면 위험 신호이니 보유 중인 주식을 팔아야 하는지 고민이 된다. 그 반대도 마찬가지다.

갑자기 매도세가 강해지며 낙폭을 키워가는 종목에서는, 보유 중인 주식을 팔아야 하는지 아니면 물량을 끌어내려는 매집 세력의 제스처일 뿐이니 나도 덩달아 수량을 늘려야 하는지 고민하게 된다. 특정 가격에 매수 호가 또는 매도 호가가 이례적으로 쌓여 있을 때도 그것이 어떤 의미인지 속 시원하게 알고 싶어진다. 시장에 참여하다 보면 이런 일은 부지기수다.

여의도 최고의 트레이더로 이름난 저자 역시 30년 가까운 실전 과정에서 그런 상황을 수도 없이 겪었다. 그 세월 동안 시장 환경과 투자자들의 의식은 많이 변화했지만, 주가의 움직임을 유발하는 원리는 마찬가지라는 사실을 깨달았다.

이를 바탕으로 그간 9권의 책을 썼고, 많은 개인 투자자에게 원칙을 지켜 수익 내는 방법을 알려주었다. 이 책은 특히 ‘타이밍’에 집중했다. 매매로 수익을 낼 가능성이 큰 16가지 상황별로 어떤 점을 주시하고 어떤 시기에 매수 또는 매도해야 하는지를 자세하게 정리했다."
돈의 역사는 되풀이된다,"국내 최고의 이코노미스트 홍춘욱 박사가 돈 공부만 28년 한 모든 노하우를 담아 경제 흐름과 부동산, 주식, 투자에 필요한 현실적인 조언, 즉 돈의 흐름을 읽는 법을 담았다. 돈의 주도권을 잡기 위해서 우리는 반드시 돈의 흐름을 읽는 법을 알아야 한다. 홍춘욱 박사는 아들에게 물려줄 부의 유산으로 ‘돈의 흐름을 읽는 법’을 꼽았고, 홍 박사가 가진 돈에 관한 인사이트를 집대성해 불확실한 시대에 나를 지키는 현실적인 투자 방법을 알려주고 있다.

은행과 증권사의 이코노미스트로, 국민연금공단의 투자 운용 매니저로, 경제·경영학자로 탄탄히 쌓아 올린 저자의 투자 이력은 불확실성이 큰 요즘 같은 코로나 및 저금리 시대에 어떤 길로 나가야 할지 선명한 방향을 제시해준다.

특히 우리 삶에 큰 영향을 끼치고 있음에도 잘 알지 못하는 세 가지 금융 변수인 ‘금리, 주가, 환율’에 대한 저자의 관록 있는 분석은 경제 흐름을 파악하는 데 많은 도움을 준다. 대중을 위한 경제 해설가로서 최신의 경제 데이터와 이슈가 되는 핵심 쟁점을 놓치지 않고, 실제 세상과 돈에 관한 정보를 통찰력 있게 담아낸 것이 이 책의 가장 큰 특징이다."
월급쟁이 부자로 은퇴하라 (스페셜 에디션),"살아갈 날은 점점 길어지는데 직장에서 일할 수 있는 날은 더욱 짧아지는 시대, 당신은 무엇을 준비하고 있는가? 이 책은 국가도 회사도 책임져주지 않는 현실을 자각한 평범한 월급쟁이가 치열하게 공부하고 공격적으로 투자해, 100억 자산가로 거듭날 수 있었던 ‘부동산 투자’ 비결을 공개한다.

저자 너나위는 유명 경제 유튜브 <신사임당> 채널의 재테크 좀 ‘아는 선배’에 출연해 이 시대 ‘집 걱정’으로 밤잠을 이루지 못하는 이들의 고민에 진심 어린 조언과 따뜻한 위로를 건네며 수많은 팬에게 사랑받았다. 그는 투자 3년 만에 30년 치 연봉을 벌고 책을 출간한 지 2년 만에 100억 자산가로 거듭나, 진정한 ‘파이어족(Financial Independence Retire Early, FIRE)이’ 되었다.

저자의 월급쟁이 은퇴를 기념하는 한편, 직장인들의 경제적 풍요로운 삶을 응원하는 의미로 제작된 스페셜 에디션 표지는 기존 책에서 그림자처럼 서 있던 월급쟁이가 마침내 모습을 드러내고 황금 가방을 들고 황금 문으로 사라지는 모습을 형상화했다. 너나위의 특별 서문은 물론, 그가 직접 손으로 쓴 메시지와 사인도 면지에 인쇄해 담았다.

자본주의 사회에서 투자로 얻는 수익을 ‘불로소득(不勞所得)’으로만 치부해 버린다면, 노인이 되어서도 생계를 위해 고된 일터로 내몰릴 수밖에 없다. 핵심은, 근로소득을 자본소득으로 바꾸어, 나 대신 일할 ‘시스템’을 마련하는 것! 이 책은 투자를 왜 해야 하는지, 평범한 직장인이 어떤 방향과 목표를 세우고 수입과 지출을 관리해야 하는지 알려주는 동시에 지금 당장 따라 할 수 있는 투자 매뉴얼을 통해, 현시점 누구라도 부동산 투자로 미래와 노후를 준비할 수 있게 돕는다."
제로 투 원,"페이팔 공동 창업자이자 벤처캐피탈 투자자인 피터 틸이 새로운 것을 창조하는 회사를 만들고, 미래의 흐름을 읽어 성공하는 법에 대해 말하는 책. 0에서 1이 되는 것은 ‘새로운 것을 창조하는 것’을 말한다. 뭔가 새로운 것을 만들면 세상은 0에서 1이 되며, 새로운 것을 창조하는 회사를 만들어야 성공할 수 있다. 성공한 기업과 사람들은 아무도 생각하지 못한 곳에서 새로운 가치를 찾아낸다. 기존의 모범 사례를 따라하고 점진적으로 발전해 봤자 세상은 1에서 n으로 익숙한 것이 하나 더 늘어날 뿐이다.

그는 경쟁의 함정에 빠지지 말고, 독점기업이 되어야한다고 주장한다. 그리고 명쾌한 논리와 다양한 사례를 들어 지금까지 당연한 통념으로 여겨졌던 ‘독점은 시장경제에 해롭다’는 주장을 정면으로 반박한다. 그동안 우리가 경쟁 때문에 발전한다고 생각했던 것은 경제학자들과 교육 시스템을 통해 주입된 이데올로기일 뿐이라는 것이다. 오늘날은 독점기업이 되어 남들이 할 수 없는 것을 해내는 만큼, 딱 그만큼만 성공할 수 있기 때문에 더 이상 독점은 예외적인 현상이 아니며, 성공하는 기업의 특징이라고 그는 말한다.

이 책은 그동안 제대로 알지 못했던 독점기업의 본질을 확실하게 보여주면서, 어떻게 독점기업을 만들어 ‘0에서 1로’ 새로운 것을 창조하는 기업을 만들 수 있을지 방법을 알려준다. 그리고 피터 틸이 말하는 ‘창조적 독점’은 앞으로 우리가 창업하고 경영하는 모든 방식을 근본부터 바꾸어 놓을 것이다."
주린이가 가장 알고 싶은 최다질문 TOP 77,"2020년 100조 원이 넘는 주린이들의 자금이 주식시장에 유입되었다. 세대를 막론하고 주식투자가 건전한 재테크 및 노후준비 수단으로 부상하며 많은 이들이 주식투자 정보 방송을 즐겨보고 듣기 시작했다. 주린이들의 사랑을 받으며 주목받는 스타도 생겨났다. 이 책의 저자인 염승환이 바로 그 대표주자다. 매일 아침 유튜브 방송 <삼프로 TV>에 출연하며 주식시황 및 투자정보를 친절하고 성실하게 전달하는 그에게 많은 주린이들이 신뢰와 감사 메시지를 보냈다.

저자도 주린이 시절, 막연한 느낌과 소문에 의지해 주식투자를 하던 때가 있었다. 요행히 큰 수익률을 올리기도 했지만 보유하고 있던 주식이 상장폐지 되면서 큰 손실과 상처를 입은 뼈아픈 경험이 있다. 주린이들에게 주식공부를 제대로 해야 한다고 강조하는 이유가 바로 여기에 있다.

이 책은 저자의 첫 단독 저서로 주린이들이 냉혹한 주식시장에서 자신처럼 큰 손실을 입지 않도록 도와주는 안전판이 되고자 책을 썼다. 주식초보자들이 가장 알고 싶어 하고, 꼭 알아야 할 내용을 한데 모았다. 언제든 꺼내보며 공부해야 할 사전과도 같은 책이다.

본문에 수록된 20개의 동영상 강의는 특히 어렵거나 중요한 내용을 독자들이 쉽게 이해할 수 있도록 해설한 영상이다. 독자들에게 실질적으로 도움이 되고자 저자가 성실하고 친절하고 정직하게 쓴 이 책을 통해 2021년 모든 주린이들은 주식투자에서 수익률의 역사를 새로 쓰게 될 것이다."
부의 추월차선,"30대 억만장자가 알려 주는 가장 빠른 부자의 길. 이 책은 지금까지의 ‘부자 되기’ 책들이 말하는 것과는 완전히 다른 공식을 제시하고 있다. 저자는 조금이라도 젊을 때, 인생을 즐길 수 있을 때 부자가 되어야 한다고 주장한다. 이 책은 ‘돈 나무’를 심고 단시간 내에 기하급수적으로 돈을 버는 방법에 대해 수학공식처럼 치밀하고 잘 다져진 방법을 제시한다.

저자 엠제이 드마코는 10대 시절, 람보르기니를 탄 젊은 백만장자를 만난 이후 ‘부+젊음’의 공식을 찾기 위해 수많은 시행착오를 겪었다. 그는 결국 ‘추월차선 법칙’을 발견했고, 자기만의 방법으로 31세에 첫 백만 달러를 벌었으며, 37세에 은퇴해 인생을 즐기며 살고 있다. 이 책은 그가 연구하고 실천해 온 ‘젊어서 부자가 되는 길’을 세세하게 정리한 것이다.

드마코가 역설하는 부자의 공식은 통계적 전략이 아니라, 부의 비밀을 파헤치고 지름길로 향하는 문을 여는, 완전히 심리적이고 수학적인 공식이다. 그는 “진짜 쓸모 있는 공식은 수학적으로 짜여 있을 뿐만 아니라 모호한 표현도 포함하지 않는다. 정말로 돈을 벌 수 있는 비밀, 수학적인 공식이 존재할까? 물론이다. 추월차선 이론이 그것이다”라고 말한다."
선택 설계자들,"전략적 의사결정 분야의 권위자인 올리비에 시보니는 기업의 리더와 조직이 이와 같은 끔찍한 실수를 저지르는 데는 뚜렷한 공통점이 있다고 주장한다. 기업의 리더와 조직이 중대한 의사결정 과정에서 한결같이 비합리적인 편향에 지배받는다는 것이다.

앞서 리처드 탈러와 캐스 선스타인은《넛지》를 통해 상대방의 무의식적 편향을 이용해 최선의 행동을 이끌어내는 방법을 제시했다. 하지만 다른 사람의 편향을 이용하는 것과 자신의 편향을 극복하는 것은 별개의 문제다. 그렇다면 비즈니스 의사결정에서 발생하는 편향은 어떻게 극복해야 하는가.

《선택 설계자들》은 올리비에 시보니가 맥킨지 경영 컨설턴트를 시작으로 30년간 연구하고 가르쳐온 경영전략, 의사결정, 문제해결에 관한 내용을 담은 “비즈니스 의사결정 분야의 결정판”으로 평가받는다. 2019년 맨파워재단으로부터 최우수 경영서상을 수상하기도 한 이 책은 리더와 조직을 치명적인 함정에 빠지게 한 9가지 편향을 선별하고, 이를 극복하게 하는 40가지 실무 기법을 제시한다. 중대한 결정 앞에서 자신의 편향에 대해 ‘무언가’를 해야 한다고 느끼고 있다면 이 책이 그 답을 알려줄 것이다."
나는 주식 대신 달러를 산다,"자본주의 원리와 금융, 재테크 지식을 토대로 부동산과 주식, 달러 등을 넘나들며 투자한 끝에 월급 노예 18년의 삶을 청산한 저자 박성현의 기발한 투자법을 담았다. 달러로 어떻게 수익을 내는지를 구체적으로 알고 싶어 하는 독자들의 요청에 따라 집필된 이번 책에서, 그는 복잡하고 전문적인 외환 거래가 아닌, 아주 단순하게 원화를 달러화로 바꾸어 수익을 내는 세상 가장 쉬운 투자법을 친절하게 알려준다.

‘달러 투자’라고 하면 많은 이가 이를 외환거래의 형태 중 하나인 FX마진 거래나 달러 선물거래와 혼동한다. 그래서 달러에 투자하는 것이 굉장히 복잡하고 어려운 일일 것으로 짐작한다. 거래 비용이 많이 들고 가격 변동폭도 크지 않아서 달러가 투자 대상으로서는 적합하지 않다고 생각하는 이도 많다. 하지만 다양한 대상에 직접 투자해 본 저자는 오히려 달러야말로 다른 수단과 비교할 때 아주 쉬운 투자 대상이라고 말한다.

책은 총 7장으로 구성됐다. 1장에서는 왜 달러가 좋은 투자처인지 알아보면서 달러 투자의 기본적인 개념을 소개하며, 2장에서는 달러의 절대적 가치를 가늠해 볼 수 있는 척도와 거래 비용 구조, 투자 전 반드시 알아야 할 사항을 짚는다. 3장에는 달러 투자를 통해 수익을 내는 다양한 방법, 4장에는 작가의 노하우가 가득한 이론 너머의 실전 달러 투자법이 담겼다.

5장에는 작가가 여러 투자 분야를 넘나들며 터득한 투자의 메커니즘을 공개하는데, 그다음 6장과 7장에서 이를 이용해 작가가 실제로 투자해 수익을 낸 방법과 투자 멘탈을 다잡기 위해 직접 고안한 ‘세븐 스플릿 달러 투자 시스템’을 자세히 설명한다. 특히 작가가 달러 투자로 인한 수익을 극대화하는 전략으로 활용 중인, 현재 투자하고 있는 월 배당 ETF와 월 배당 리츠 종목을 부록에 모두 공개한다."
부자 아빠 가난한 아빠 1 (20주년 특별 기념판),"지난 20년간 독자들에게 가장 많은 사랑을 받아 온 『부자 아빠 가난한 아빠 1』의 내용에 세계 금융 변화에 맞춘 41개의 ‘20년 전 그리고 오늘’과 토론과 실천을 위한 10가지 ‘스터디세션’ 등 원고지 500매 분량이 추가된 업그레이드 에디션이다.

기존 『부자 아빠 가난한 아빠 1』에는 없던 41개의 ‘20년 전 그리고 오늘’과 10가지 ‘스터디 세션’ 등 총 500매 분량의 새로운 내용이 추가되었다. 본문 중간에 삽입된 ‘20년 전 그리고 오늘’에는 IT 기술의 발전과 새로운 시장의 형성, 로봇 기술의 발달과 일자리 축소, 세금 제도의 허점과 복지 정책의 위험성 등 저자가 지난 20년간의 세계 금융 변화 속에서 발견한 새로운 정보들을 담았다.

저자가 유년 시절 겪은 두 아버지를 통해 가난한 사람과 부자의 사고방식을 비교한다. 직설적인 화법과 몰입도 있는 스토리텔링으로 경제에 대한 기초 상식은 물론, 자산과 부채의 개념과 성공적인 투자를 위한 금융 IQ를 기르는 비법 등을 누구나 이해할 수 있도록 쉽고 명쾌하게 전한다.

돈에 대한 선입관을 깨뜨리는 파격적인 내용과 세월이 흘러도 변치 않는 투자의 원칙들은, 비트코인 광풍, 부동산 경매 시장의 활기 등 다양한 양상의 투자에 대한 관심이 높아지고 있는 오늘날에도 여전히 ‘돈’과 ‘투자’의 흔들리지 않는 기준이 되어 줄 것이다."
