title,summary
"기독교, 그 위험한 사상의 역사","<기독교, 그 위험한 사상의 역사>는 처음으로 개신교의 핵심 요소와 위험한 사상이 만들어 낸 종교적·문화적 역동성을 정의해 보려고 시도한 책이다. 저자 앨리스터 맥그라스는 개신교 역사와 개신교가 세계에 끼친 놀라운 영향력을 새롭게 해석하고, 개신교의 미래를 면밀하게 진단한다."
베들레헴 그날 밤,"전 세계 1억 4천만 부 판매고를 올린, 「뉴욕 타임스」 베스트셀러 작가 맥스 루케이도의 크리스마스 에세이 <베들레헴 그날 밤 : 사랑이 태어나고, 희망이 다가오다>를 바탕으로 해서 만든 컬러링북이다. 2천 년 전 첫 성탄의 밤 베들레헴을 찾아가는 동방 박사의 여정을 따라가며, 사랑이 태어나고 희망이 다가온 그날의 일을 들여다본다."
교회를 섬기는 행복한 장로,"하나님의 부르심으로 장로 임직을 앞둔 예비 장로, 처음으로 장로 직분을 맡은 왕초보 장로, 장로에 대한 정체성을 다시 회복하고자 하는 장로 경력자, 직분자를 위한 교회 교육을 수립하고자 하는 목회자, 장로 임직을 앞둔 분들께 선물하고자 하는 개인이나 교회를 위한 책이다.

교회 현실에서 부딪히는 실례를 중심으로, 칭찬받는 덕스러운 당회원으로서, 환상적인 목회 동역자로서, 갈등을 넘어 하모니를 창조하는 피스메이커로서, 막힌 틀을 허무는 유능한 생각 조율사로서, 가정을 천국으로 만드는 훌륭한 가정 사역자로서, 하나님을 경외하는 탁월한 영성 관리자로서 그 직분을 감당할 수 있도록 아주 쉽게 쓰였다. 이 책을 통해 목회자의 최고의 동역자로서, 교인들로부터 존경받는 롤 모델로서 하나님의 영광과 기쁨이 되는 장로가 되기를 소망한다."
희년,"각 분야의 전문가들이 구약, 신약, 기독교 역사에서 희년사상이 어떻게 구현되어 왔는지 그리고 오늘날 한국 사회에서 어떻게 희년 사상을 적용할 수 있는지 연구해 온 결과물이다. 각기 자신의 전공 분야에서 희년에 관한 다양한 접근을 시도했기에 마치 한 권의 교과서를 읽는 듯하다. 하지만 서로 다른 접근임에도, ‘희년은 하나님 나라를 이루어 갈 핵심 원리고 그것이 한국의 여러 사회 문제를 해결해 줄 경제체제’라는 데 뜻이 하나로 모아진다.

희년의 핵심 원리인 토지제도를 성경의 원리로 바꾸고, 성령의 감동하심을 입은 그리스도인이 희년을 선포했던 하나님의 정의와 긍휼을 먼저 실천하자는 것이다. 토지소유권을 포기해야 한다는 것은 현대인들에게 분명 불편한 요청일 것이다. 하지만 성경은 분명히 말한다. “토지는 여호와의 것”이라고. 구약성경이, 예수님이, 사도들이 꿈꾸던 하나님 나라를 구한다면, 우리는 더 이상 이기심과 탐욕의 노예가 되어서는 안 된다. 성경의 희년사상, 예수가 삶을 통해 실천한 하나님의 긍휼을 내 삶에 어떻게 적용할 것인가? 이 책을 꼼꼼히 읽어 보면, 그 변혁적 삶의 힘이 의외로 쉽게 내 탐욕과 이기심을 뛰어넘을 수 있음을 알게 될 것이다."
감사일기 (브라운),"감사일기장을 소중히 모아 간직할 수 있도록 인트로에 번호 매기는 칸, 날짜, 이름을 적을 수 있는 칸이 삽입되어 있다. 감사제목을 묵상하기에 도움이 되는 시편 성경구절이 각 페이지 하단에 실려 있다. 중간중간 쉬어가는 페이지에는 크리스천에게 힘과 위로가 되는 짧은 글이 실려 있다."
[다크그레이] Slim 현대인의 성경 - 중(中) 단본 색인,"원전의 내용을 최대한 보존하면서 쉬운 우리말로 번역했다. 어려운 단어나 문체는 주를 달아 어린이, 청소년, 초신자도 이해하기 쉽고, 각 권마다 한눈에 쏙 들어오는 책별 해설이 담겨 있다."
[브라운] 성서원 큰글자 쉬운말성경 - 특중(特中) 단본 색인,"제목 그대로 남녀노소 누구나 쉽게 읽고, 누구나 쉽게 이해할 수 있는 가장 쉬운 우리말로 풀어 옮긴 성경이다. 정확하고도 친절하게, 문학적이고도 생생하게 번역되었다. 따라서 <성서원 큰글자 쉬운말 성경>과 함께라면, 이제부터는 누구라도 더 이상 성경을 읽고 이해하는데 아무런 장애나 어려움이 없을 것이다. 주석이나 성경사전의 도움 없이도 성경을 아무런 막힘없이 술술 읽어나가면서, 하나님의 진리 말씀을 읽는 그대로 쉽게 이해할 수 있을 것이다."
지장경,"지장기도를 통해 영가천도· 업장소멸· 소원성취· 향상된 삶 등을 이루길 염원하는 불자들을 위한 우리말 경전이다. 휴대하기 좋은 포켓용으로, 『지장경』을 독송하는 방법에 대해서도 자세히 수록하였다."
모자람의 위안,"삶에는 한계가 있다. 우리는 자신의 한계를 혐오하거나 아예 부정하기 쉽지만, 아무리 발버둥 쳐도 바꿀 수 없는 것들이 있는 법이다. 이 책은 그러한 한계에 마주선 이들에게, 인생의 이야기란 사람마다 독특하며, 우리를 좌절케 하는 바로 그 한계들이 오히려 우리에게 자유와 새로운 성장을 가져다줄 수 있다고 말한다."
레이키 매직 가이드,"이 책을 통해 이야기하는 어튠먼트 과정은 1995년 이후 연구하여 개선된 것으로, 직접적인 레이키 어튠먼트 만큼이나 효과적인 것으로 증명되었다. 많은 사람이 이 책의 기법과 윤리에 의문을 가질 것이다. 이 책은 일부 사람들이 현재 편안하게 생각하고 있는 장벽들을 획기적으로 허물어 버린다.

다시 말해 이 경이로우면서도 쉽게 접근 가능한 레이키라는 선물에 대한 인간의 많은 깨우침을 방해하는 장애물을 과감하게 무너트린다. 레이키를 우리 일상생활의 한 부분으로서 그리고 인간 삶의 일반적인 면으로 만들고, 레이키를 우리의 집, 음식과 물, 우리 존재의 거의 모든 부분에 가져올 가능성이 있다."
청년 새신자반,"하정완목사의 청년서신 시리즈 2권. 첫 번째 책 ‘EXIT, 한 청년에게 예수를 믿어야 하는 이유를 설명하다’가 로마서 7장 24절을 설명한 것이라면 ‘청년 새신자, 예수를 믿기로 한 그 청년에게 복음을 자세히 설명하다’는 로마서 7장 25절과 8장에서 드러난 복음과 믿음을 설명한 것이다."
가톨릭의 역사,"2003년 을유문화사에서 출간된 <가톨릭 교회>의 개정판으로 저자 한스 큉은 20세기 가장 위대한 신학자 중 한 사람으로 평가받고 있다. 가톨릭의 기원에서부터 현재에 이르기까지의 역사적 흐름을 일목요연하게 전개해 나가고 있는 이 책은 신학사의 걸작으로 평가받는다.

저자는 초기 나자렛의 작은 마을에서 세계적인 종교가 된 가톨릭의 성공과 실패, 그리고 도전과 좌절의 역사를 소개하면서 우리에게 진정한 가톨릭교회의 모습은 어떠해야 하는지를 이야기한다. 가톨릭 교리와 신앙을 실천하는 방법과 그 해석에서 혁신적으로 근대화했다고 평가받는 제2차 바티칸 공의회의 신학 자문위원을 역임했던 저자답게 한스 큉은 오늘날의 폐쇄적이고 권위적인 가톨릭 제도를 상당히 비판적으로 바라본다.

특히 교황은 오류를 범하지 않는다는 교황무류성에 대한 비판과 공격을 이 책에서도 멈추지 않는다. 이와 관련한 요한 바오로 2세와의 분쟁은 잘 알려져 있다. 요한 바오로 2세는 취임하자마자 바로 다음 해에 한스 큉의 가톨릭 교수직을 박탈하였는데, 이러한 조치는 전 세계적으로 큰 파문을 불러일으켰고, 당시 교황의 조치에 대한 격렬한 찬반 논쟁을 불러일으키기도 했다."
육조단경,"육조대사께서 보신 진리의 실상을 표현하신 진언을 청화스님이 풀어 엮었다. <행유품>,<반야품>,<참회품> 등 10편의 단경에 대한 풀이와 한문 원문을 담았다."
마라나타 : 두 번째 일곱교회 이야기,"저자가 오랜 연구와 묵상 끝에 완성한 요한계시록에 등장하는 일곱교회에 대한 해설이다. 저자는 오늘날 세속화된 교회, 크리스찬의 신앙적 무기력 증에 대한 처방책으로 계시록의 일곱교회 이야기를 제시한다. 서신의 난해함으로 인해 신학자나 목회자도 쉽게 접근하기 어려워 하는 것이 계시록이다. 그 모호성으로 인해 이단들은 계시록을 거짓 해석해 사람들을 미혹하기도 한다."
윤홍식의 수심결 강의,"<조선선비들에게 배우는 마음챙김의 지혜100>, <한국큰스님들에게 배우는 마음챙김의 지혜100>등의 책을 펴낸 윤홍식씨가 일반인들을 대상으로 지눌스님의 <수심결>에 대해 강의한 것을 모아놓은 책. <수심결>에서 전하고자 하는 불교의 핵심 메시지와 선 수행 방법 등을 예시와 도해 등과 더불어 제시하고 있다.

총14장으로 구성되어 있으며, 지은이 스스로의 불교수행의 체험을 바탕으로 하여 초심자도 부담 없이 수행의 맛을 볼 수 있도록 일념집중의 4단계, 견성의 3단계, 지혜계발의 4단계 등을 상세하게 서술하였다. 또한 돈어점수론을 타당성을 설명하기 위해 불교 선사들의 어록 뿐 아니라 유교나 도교, 기독교 등 타종교의 예를 들어 돈어점수론의 보편타당성을 입증하려 노력하고 있다. 책 말미에는 부록으로 '십우도'가 실려있다."
놀라운 부흥과 회심 이야기,"18세기 최초의 부흥 신학자로 꼽히는 조나단 에드워즈가 1734년부터 1735년에 걸쳐 목회하던 노샘프턴 교회에서 일어난 부흥과 그 지역 사람들의 회심의 역사를 기록하고 분석한 저작이다. 부흥에 대한 교회사 최초의 책이자 최고의 책으로 평가받고 있는 저서이기도 하다.

대를 이어 지은이가 목회하던 노샘프턴 교회를 비롯하여 코네티컷 계곡에 있던 32개 마을에서 연쇄적인 기독교 부흥이 일어난다. 노샘프턴 교회의 경우 약 6개월동안 성인 300여명, 16세 이상 되는 젊은이들 거의 모두, 그리고 노인과 어린이들도 예외없이 죄에 대한 각성과 은혜를 체험했다.

지은이는 부흥의 규모 뿐만 아니라 회심한 사람들의 체험을 여러 사례를 들어 집중적으로 묘사, 이들의 심리를 신학적으로 분석·평가한다. 불면과 같은 형태로 죄짓는 것에 대한 두려움이 나타나고, 은혜의 수단인 성경읽기와 기도와 예배에 열심히 참여하기도 한다. 그리고 이들의 변화된 삶을 통해 부흥을 주관하는 하나님의 힘을 발견한다."
종교의 본질에 대하여,"근대 독일의 철학자 루트비히 포이어바흐의 주저 중 하나이다. 포이어바흐는 헤겔과 마르크스를 잇는 다리 역할과도 같은 유물론/종교철학자이자, 기독교를 필두로 한 종교에 대해 날카로운 비판을 가한 것으로 잘 알려져 있다. 그런 면에서 잘 알려진 그의 대표적인 저서 <기독교의 본질>이 그의 초기 사상을 집약하는 저서라면, <종교의 본질에 대하여>는 포이어바흐 후기의 가장 중요한 저술로 꼽힌다.

총 30강으로 구성되어 있는 구성에서 알 수 있듯이, 이 책은 포이어바흐가 1848년 독일 하이델베르크 시청 강당에서 가진 강연 내용을 바탕으로 하고 있다. 그만큼 대학생과 지식인만이 아닌 일반인 청중까지도 고려한 강연으로 현학적이기보다는 평이하면서도 직설적인 해설이 특징이다.

초반부에서 포이어바흐는 자신의 철학적인 저술을 소개하고, 중반부에서는 정신과 자연의 관계를 논하며, 후반부에서는 종교가 인간의 상상력과 환상에 근거한다는 사실을 설명한다. 기독교에 관한 충분한 학술적 연구가 뒷받침된 가운데 포이어바흐 특유의 유물론이 종교비판과 어떻게 결합하는지 살펴볼 수 있다."
말씀이 너무너무 좋아서 (암송 CD 증정),"'이슬비전도법'을 창안하여 전국적으로 10만이 넘는 전도사명자를 배출해온 이슬비 여운학 장로. 책은 여운학 장로가 성경암송으로 고난을 극복한 이야기와 암송을 시작하게 된 계기 등을 비롯하여, '하니비 암송법'과 '성경암송의 유익' 등과 같은 실제적인 지침을 친절하게 설명하고 있다."
2021 원본토정비결 (신축년),"토정비결을 쉽게 접할 수 있게 구성되어 있다. 사십오구, 월별길흉, 십이삭운 등을 다루고 있고, 부록으로는 토정비결을 빠르게 보는 조견표 등을 수록하고 있다."
함께 걷는 천로역정,"지난 300여 년간 성경 다음으로 가장 많이 읽힌 책은 존 번연의 <천로역정>이다. 2016년 9월, '천로역정 순례길' 개관을 앞두고, 1년 여간 주일 강단을 통해 선포되어온 말씀을 모은 책이다. <천로역정>의 주인공 '크리스천'이 걸어간 그 순례길을 이동원 목사만의 깊은 영성과 복음적 메시지를 들으며 함께 걸을 때, 성도로서 겪는 고난과 어려움들이 다시금 구원의 기쁨과 순례자로서의 보람을 경험하는 특별한 시간이 될 것이다."
기독교 윤리학,"또 하나의 기독교 윤리학 서적이 아니라 실제 목회 사역과 설교에 매우 유용한 윤리 안내서이다. 존 프레임이 최고의 전성기일 때 저술한 책으로서 논란이 되는 주제(동성애, 성, 인간 복제, 낙태, 부와 빈곤 등)를 다루는 데 있어서 명확함과 담대함을 보여 준다. 그는 이 책을 통해 좌파이건 우파이건 그 이념에 굴복하기를 거절하고 학문에 헌신하는 모습을 보여 준다. 무엇보다 윤리적 규범의 무오한 원천으로서 성경에 충실한 책이다."
